ablation_family,forecast_week_ahead,forecast_horizon_label,missing_config,model_set,algorithm,split,any_event_f1,high_intensity_f1,any_event_avg_precision,high_intensity_avg_precision,subtype_macro_f1,subtype_weighted_f1,subtype_micro_f1,battle_any_f1,explosions_remote_any_f1,violence_against_civilians_any_f1,air_drone_any_f1,strategic_developments_any_f1,event_count_mae,fatalities_sum_mae,air_drone_strike_count_mae,frac_high_gt_event
direct_week_ahead_missing_modality,1,week_plus_1,full,model1,gru_hierarchical,test,0.8041912246234446,0.8266666666666667,0.9110540710865307,0.8495537510685499,0.6844558336331832,0.7280083068158294,0.7207991803278688,0.7149122807017544,0.7870289219982471,0.49740932642487046,0.8079601990049752,0.6149684400360685,7.564895342159976,13.835751713413867,4.5940751044967705,0.0
direct_week_ahead_missing_modality,1,week_plus_1,full,model1,tcn_hierarchical,train,0.8576470588235294,0.8651574803149606,0.950536538757133,0.949848968769621,0.7664933812856407,0.8024308758999615,0.8010586678429643,0.8359636537541846,0.8436154949784792,0.5845552297165201,0.847962901623054,0.7203696263559662,4.447313998716538,6.058231175690657,3.3708457695854244,0.0
direct_week_ahead_missing_modality,1,week_plus_1,full,model1,tcn_hierarchical,valid,0.8274582560296846,0.825136612021858,0.9128114141163848,0.9077592575045329,0.6915062998010084,0.7411171524768413,0.7397838122857896,0.7421383647798742,0.8069868995633188,0.4838709677419355,0.8100358422939068,0.6144994246260069,7.080122894039238,8.714412555784996,5.06168402957198,0.0
direct_week_ahead_missing_modality,1,week_plus_1,full,model1,tcn_hierarchical,test,0.8131728942368588,0.812760055478502,0.902617030108205,0.8885437707503424,0.651619661296545,0.7099856339345783,0.706706167519526,0.6928746928746928,0.7840290381125227,0.3925233644859813,0.7845719661335842,0.6040992448759439,7.007981775509023,13.714198689345762,4.365667395636621,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl,model1,linear_hierarchical,train,0.6786380597014925,0.6494866959983239,0.7871804362473739,0.7055081522351843,0.5777925649540825,0.6208736291136321,0.6228422794986994,0.5973214285714286,0.6582824290334172,0.3975993998499625,0.6606686930091186,0.5750908743064855,7.7062241524820365,7201.067911035484,7199.718032413712,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl,model1,linear_hierarchical,valid,0.7413467589679044,0.6752336448598131,0.8225757690916162,0.7627266757362126,0.5966592488235728,0.6237215990361719,0.6233823206843606,0.6748466257668712,0.6520247083047358,0.44912280701754387,0.6578026592022393,0.5494994438264739,10.995597418604195,6936.515851995904,7201.575248322182,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl,model1,linear_hierarchical,test,0.6945778997940975,0.6268260292164675,0.8295137790969114,0.6700568873251529,0.566771094548326,0.6122591356695178,0.6159473299195318,0.5575447570332481,0.6606198034769464,0.38961038961038963,0.6610687022900763,0.5650118203309693,10.912214140243783,7208.055774048916,7200.686302690469,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl,model1,lightgbm_hierarchical,train,0.9104995374653099,0.9432213209733488,0.9740481281014062,0.9852303939882339,0.8843606503808136,0.8990057446772416,0.8969591500274776,0.95695067264574,0.9131635471003375,0.7775862068965518,0.9184164128866805,0.8556864123747583,2.153900680324927,2.684330235288725,1.6693474382632338,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl,model1,lightgbm_hierarchical,valid,0.8177014531043593,0.8474114441416893,0.9148660009402027,0.923305493256743,0.7119556862410137,0.7548295152275141,0.7523510971786834,0.7483296213808464,0.8045178105994787,0.5291005291005291,0.8068902991840435,0.6709401709401709,5.580640027328154,7.615679984704941,4.5579794198033685,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl,model1,lightgbm_hierarchical,test,0.7890034364261168,0.7942028985507247,0.9040800859218958,0.8566437843322092,0.67440596925947,0.7243356504444756,0.7202499289974439,0.7191601049868767,0.7859237536656891,0.44680851063829785,0.793939393939394,0.6261980830670927,5.786150446945656,12.102231324015717,4.2095178128539406,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl,model1,catboost_hierarchical,train,0.8682475419317525,0.8667366211962224,0.9519994101575892,0.9616687393633264,0.8146338866221156,0.8421972555550995,0.8412662055064364,0.8976660682226212,0.8702130829980629,0.6518046709129511,0.8747622067216233,0.7787234042553192,2.4086478964832336,3.465216934818486,1.9107790487102585,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl,model1,catboost_hierarchical,valid,0.8321358589157414,0.8602941176470589,0.9225562249126792,0.9245733130675861,0.7294603731919319,0.7709752948132198,0.7693514644351465,0.7816593886462883,0.8204255319148936,0.5434782608695652,0.8211678832116789,0.6805708013172338,5.381578633126323,7.825070552368653,4.2148963208015235,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl,model1,catboost_hierarchical,test,0.7936726272352133,0.8291390728476821,0.9097205748164202,0.8605058913264868,0.6889599339724686,0.7328249805603307,0.7325219360317011,0.7320954907161804,0.7910447761194029,0.49032258064516127,0.8079601990049752,0.6233766233766234,5.752152851718774,11.796641991500845,3.9662409432549617,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl,model1,gru_hierarchical,train,0.8400719856028794,0.8298850574712644,0.9314174673441149,0.9257547304942967,0.7312410485598895,0.7799358886502754,0.7704480457578646,0.7913043478260869,0.8323170731707317,0.5077519379844961,0.8395104895104896,0.6853213943076432,5.31006195214307,6.50630741564853,3.8479886114210373,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl,model1,gru_hierarchical,valid,0.8367729831144465,0.8677379480840544,0.9182012749054167,0.9030307332235481,0.7204007183967818,0.7546885305069663,0.7407407407407407,0.791578947368421,0.8135904499540864,0.5714285714285714,0.8180112570356473,0.6073943661971831,7.644738962873913,8.978850125781536,5.090731883197814,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl,model1,gru_hierarchical,test,0.8184176394293126,0.8283870967741935,0.9126326585305478,0.8409598571896029,0.6957118279601369,0.734507625840832,0.7260914760914761,0.7511111111111111,0.7958214624881291,0.5111111111111111,0.803921568627451,0.616593886462882,7.712724243053547,13.934813183822378,4.520231777938029,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl,model1,tcn_hierarchical,train,0.8448296911244049,0.8367738838214114,0.9353362182336138,0.9291753537771532,0.729707402929243,0.7804039720838559,0.7700209244816435,0.784037558685446,0.8335597826086957,0.5017857142857143,0.8398100931950061,0.6893438658713525,5.022222471884667,6.388162818451182,3.7296389730912405,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl,model1,tcn_hierarchical,valid,0.8307888040712468,0.8452535760728218,0.9195712866716897,0.8984300417371118,0.7038705565112164,0.7490257836268227,0.7350384901912094,0.7835051546391752,0.8122192273135669,0.5,0.8163265306122449,0.6073018699910953,7.434343769043569,8.928246055490302,5.215400286731081,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl,model1,tcn_hierarchical,test,0.8049254698639015,0.8186666666666667,0.8954235660917181,0.836285839013845,0.6573280209088682,0.7139446051606272,0.6990775367738719,0.7083333333333334,0.776536312849162,0.3957597173144876,0.7863414634146342,0.6196692776327241,7.5119590898495465,13.928137403735219,4.798424307836763,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_firms,model1,linear_hierarchical,train,0.7027602905569007,0.6301202363969839,0.7751572132563045,0.6973112665141438,0.5544257970244066,0.6024484686263387,0.599830675885424,0.512427124884934,0.6372778297474275,0.393006993006993,0.6320820704126836,0.5973349670699954,7.836916166737671,7201.5605031511595,7199.672865572534,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_firms,model1,linear_hierarchical,valid,0.7256538675570395,0.6014319809069213,0.788760613495786,0.6692437336895414,0.5487947237110712,0.5906973046764895,0.5898068228524456,0.5180327868852459,0.6376811594202898,0.4015151515151515,0.6312925170068027,0.5554520037278659,10.12874615127109,7205.494374213963,7200.915835916859,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_firms,model1,linear_hierarchical,test,0.7424242424242424,0.5758754863813229,0.8134981035539373,0.6037812646779013,0.5587499786784418,0.6083646819938666,0.6074725274725274,0.5400372439478585,0.6489675516224189,0.3644067796610169,0.6425939572586588,0.5977443609022557,9.985668144231472,7208.624858491726,7200.168947466084,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_firms,model1,lightgbm_hierarchical,train,0.9220055710306406,0.9642619311875694,0.9881586907519628,0.9976741049954504,0.9046518194938746,0.9232259555490417,0.9217716553391415,0.9307432432432432,0.936292270531401,0.8100242522231205,0.9298076923076923,0.9163916391639164,2.0482336959991705,2.747642943326244,1.4624894869086011,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_firms,model1,lightgbm_hierarchical,valid,0.8277130594727161,0.8614609571788413,0.9204381429327917,0.9094578951051788,0.6969258249231574,0.746739622479565,0.7414297103374967,0.7283950617283951,0.8068283917340521,0.48868778280542985,0.8007626310772163,0.6599552572706935,5.280012732467723,8.444289605339211,4.020695117350534,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_firms,model1,lightgbm_hierarchical,test,0.8071065989847716,0.8093922651933702,0.9078093306056296,0.8015546618838849,0.6882567794257295,0.7346034885060639,0.7294250281848929,0.7451923076923077,0.7891156462585034,0.46445497630331756,0.7946336429308566,0.647887323943662,5.830087168479362,11.09271905309102,4.012850751476427,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_firms,model1,catboost_hierarchical,train,0.8795512044879551,0.8987818383167221,0.9603800772250475,0.9731318048391393,0.8348192204151894,0.8539051222519137,0.8522583183944733,0.890393567498942,0.880426729885909,0.7284522706209453,0.8849218058424314,0.7899017282277194,2.290942447074698,3.299254163144702,1.716354941092819,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_firms,model1,catboost_hierarchical,valid,0.8306911857958148,0.8623376623376623,0.9228570703213714,0.9227206013737382,0.7143679550036274,0.7592997461498596,0.7576145380087024,0.7429805615550756,0.8184991273996509,0.5333333333333333,0.8167092924126172,0.6603174603174603,5.430854406469289,8.083126912662609,3.9341378869421204,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_firms,model1,catboost_hierarchical,test,0.8114807566862361,0.8066759388038943,0.9101114711316823,0.8431061043163736,0.69214460679825,0.7362009189466419,0.7357007319056655,0.7525773195876289,0.7947761194029851,0.47619047619047616,0.7904849039341263,0.6466942148760331,5.804252885366058,10.953486923722215,3.9233754200935547,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_firms,model1,gru_hierarchical,train,0.8416578108395324,0.8409144473250059,0.9367830866481732,0.9336669216263915,0.7421517609203165,0.7872496824601628,0.7865656565656566,0.8151950718685832,0.8328831870357867,0.5203969128996693,0.8386780104712042,0.7036056223263394,4.876702899572693,6.18542018151789,3.621262158282181,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_firms,model1,gru_hierarchical,valid,0.8233875828812538,0.8589420654911839,0.916613784614909,0.9193466056243721,0.7035717534417655,0.7468825445444163,0.7445523759516933,0.7194570135746606,0.8184281842818428,0.5510204081632653,0.817717206132879,0.6112359550561798,7.456733849838914,8.820491361508351,5.071666985321539,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_firms,model1,gru_hierarchical,test,0.812221514958625,0.8221024258760108,0.9102065186989474,0.8711161057099251,0.6894753525259312,0.7320459507239351,0.7330342120022434,0.7146666666666667,0.8099808061420346,0.5149700598802395,0.8084326306141155,0.5993265993265994,7.461200250922286,13.763341688520367,4.582562334522554,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_firms,model1,tcn_hierarchical,train,0.8547445255474453,0.8476374156219865,0.9438042220793377,0.9427750049310354,0.7309718005767976,0.7782152257630621,0.7746670290839902,0.7761717038983793,0.8273745588460948,0.5218340611353712,0.8315688161693936,0.6979098628347485,4.453327098176785,6.069554292180452,3.250584594217669,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_firms,model1,tcn_hierarchical,valid,0.8303341902313625,0.859375,0.9177029128831325,0.9245100942762116,0.719379396603555,0.7536102156480454,0.7464414957780459,0.7679324894514767,0.8125,0.5837837837837838,0.817717206132879,0.614963503649635,6.901541294461691,8.651988809157563,4.760010529952187,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_firms,model1,tcn_hierarchical,test,0.8127068166776968,0.8277777777777777,0.9079151415556892,0.8919716498087775,0.7023749603094477,0.739263227231507,0.7363889592301849,0.7917620137299771,0.7993019197207679,0.5,0.7985480943738656,0.6222627737226277,6.82895578214761,13.559988711304127,4.199001551607388,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl_firms,model1,linear_hierarchical,train,0.6930222510261396,0.6452494873547505,0.7697743230154164,0.6845293489497973,0.566291666088113,0.6142211976086289,0.6128201354136003,0.5201238390092879,0.6495321568162975,0.4129287598944591,0.6592818015824711,0.5895917731380492,7.913919749798821,7201.629591362053,7199.83652837048,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl_firms,model1,linear_hierarchical,valid,0.7244389027431422,0.6091644204851752,0.7934914583370318,0.6625110644714508,0.5778543420633759,0.6126954046391595,0.6124298662063012,0.5644171779141104,0.6461538461538462,0.45185185185185184,0.6595135908440629,0.5673352435530086,10.129870474368222,7204.874557209003,7200.927577621079,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl_firms,model1,linear_hierarchical,test,0.7219701879455606,0.5619596541786743,0.8061608288206477,0.5974574755053699,0.5771677615645797,0.6198027325921254,0.6195952161913524,0.5534883720930233,0.6531531531531531,0.41767068273092367,0.661526599845798,0.6,10.065983158350788,7208.7022906107695,7200.27789601442,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl_firms,model1,lightgbm_hierarchical,train,0.8453087233575038,0.8475247524752475,0.9366237098909864,0.9341491820647859,0.7269724862687831,0.7817569458155464,0.7756489493201484,0.7317806160781367,0.8299298519095869,0.5152671755725191,0.8418196328810854,0.716065154902587,2.8548657383605875,4.769623698817632,2.3796062523438253,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl_firms,model1,lightgbm_hierarchical,valid,0.8339670468948035,0.875,0.920483074315358,0.9334504201001897,0.7341596129305437,0.7655289108814226,0.7597938144329897,0.8007968127490039,0.8021978021978022,0.5833333333333334,0.8145386766076421,0.6699314397649363,5.577584056385324,8.02918515411923,4.632840809826734,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl_firms,model1,lightgbm_hierarchical,test,0.8215931533903884,0.8133704735376045,0.9129420191101211,0.8934700160503857,0.7235405742192969,0.7559856892266775,0.7535596933187295,0.8280542986425339,0.7823529411764706,0.519774011299435,0.8064192577733199,0.6811023622047244,5.891070037609824,11.763559621829422,4.281812712223507,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl_firms,model1,catboost_hierarchical,train,0.8431626701231367,0.8475247524752475,0.9366237098909864,0.9341915909449217,0.7269184800317012,0.7821118832733938,0.7762267705746339,0.7317806160781367,0.8365167694390134,0.5152671755725191,0.8410524696107093,0.7099753694581281,2.844199489034934,4.704509042904597,2.396148717862679,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl_firms,model1,catboost_hierarchical,valid,0.8316708229426434,0.875,0.9230841451371862,0.9306821720734857,0.7362423500209919,0.7700846291148389,0.7630723042281712,0.8007968127490039,0.8258178603006189,0.5833333333333334,0.8165467625899281,0.6547169811320754,5.559464191551087,7.9797482244251565,4.626818221316197,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl_firms,model1,catboost_hierarchical,test,0.8165910563836681,0.8133704735376045,0.9118732355802575,0.8786442591230594,0.727016928562237,0.761722092323861,0.7585106382978724,0.8280542986425339,0.8049242424242424,0.519774011299435,0.8112294288480155,0.6711026615969582,5.881895611213273,11.724881159236958,4.270097573810411,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl_firms,model1,gru_hierarchical,train,0.8430232558139535,0.8388603456328818,0.9339203868634877,0.9297897768872301,0.73125149892658,0.7834722742455437,0.7799185619227331,0.7587143503847895,0.8301641475702909,0.5104602510460251,0.8306744017403916,0.7262443438914027,4.484130553022777,6.084319939102562,3.2613202898781077,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl_firms,model1,gru_hierarchical,valid,0.8447284345047923,0.8690176322418136,0.9264534592382212,0.9202458663491879,0.7319864510917969,0.7653869548411659,0.760593220338983,0.7904967602591793,0.8164335664335665,0.5833333333333334,0.8143133462282398,0.6553552492046659,6.838326519238292,8.577683385403725,4.845929270445517,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl_firms,model1,gru_hierarchical,test,0.822826808228268,0.8328840970350404,0.915671763921623,0.8762395933749108,0.7167234878033555,0.7509587517845687,0.7480314960629921,0.812807881773399,0.799625468164794,0.519774011299435,0.8158168574401665,0.635593220338983,6.92850683970606,13.571360044981738,4.315362052173388,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl_firms,model1,tcn_hierarchical,train,0.837301126466148,0.8295189163942083,0.9330098118394565,0.9287067546643984,0.724758863905424,0.7761929461665883,0.7752147926783713,0.7535087719298246,0.8294062205466541,0.5084745762711864,0.8222361809045227,0.710168569874932,4.4381639359473155,6.056455755016524,3.3416382822813078,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl_firms,model1,tcn_hierarchical,valid,0.8355828220858895,0.871536523929471,0.919641925752333,0.9245580573991087,0.72713931783665,0.7617744330481104,0.7581047381546134,0.8235294117647058,0.819949281487743,0.5586592178770949,0.8184873949579832,0.615071283095723,6.594092043817576,8.495360564695384,4.921591139925332,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_ntl_firms,model1,tcn_hierarchical,test,0.8296107211231653,0.8301886792452831,0.9112560296923107,0.8884320565906635,0.7123886157814008,0.7419533894685575,0.7417815482502651,0.84688995215311,0.802536231884058,0.509090909090909,0.7891402714932126,0.6142857142857143,6.621843255696035,13.50074577498246,4.423815257809689,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_unosat,model1,linear_hierarchical,train,0.6938169477144979,0.556390977443609,0.7474998779367662,0.601612548292941,0.548620375367644,0.5886361150624565,0.5879826709361462,0.5637931034482758,0.6094527363184079,0.37375178316690444,0.6094557990642698,0.586648454840362,8.19347738319458,2453.6527304484785,6.091378174426816,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_unosat,model1,linear_hierarchical,valid,0.7137073452862926,0.6379084967320261,0.7940331077162008,0.7006675425730732,0.5603011503144362,0.5913522203096013,0.5897489981016664,0.623574144486692,0.6247518199867638,0.4028268551236749,0.6231155778894473,0.5272373540856031,14.454494844048066,1706.958885535382,8.62142904051797,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_unosat,model1,linear_hierarchical,test,0.7233502538071066,0.5166402535657686,0.799294601423636,0.5941260939342737,0.5481326247268392,0.5919419259078279,0.5931487564523698,0.5115089514066496,0.6233023588277341,0.3900414937759336,0.6247086247086248,0.5911016949152542,13.446734261495513,1959.1981574281667,7.403970348185114,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_unosat,model1,lightgbm_hierarchical,train,0.9471863468634686,0.981234456251413,0.9899733996540272,0.998467345805467,0.9307090634128491,0.9281335321515155,0.928470853280766,0.9658194566170026,0.9252855819697438,0.9129239230064161,0.9185402411208863,0.9309761143501974,1.9684578536879085,2.242794171914265,1.3648582612443383,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_unosat,model1,lightgbm_hierarchical,valid,0.8194993412384717,0.8553137003841229,0.9150720284448955,0.898475987780827,0.7166578886241648,0.7563472292144903,0.7553162853297443,0.7683168316831683,0.7939609236234458,0.53125,0.8015122873345936,0.6882494004796164,5.099195808883653,8.301632665615418,3.956456350941354,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_unosat,model1,lightgbm_hierarchical,test,0.7928423950447351,0.7921896792189679,0.9057828138299736,0.7991113899738683,0.6796466911349686,0.7244538409625654,0.7219455024904776,0.7371007371007371,0.782,0.46511627906976744,0.7932489451476793,0.6207674943566591,5.957745458831944,11.57915369570122,4.066307186072191,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_unosat,model1,catboost_hierarchical,train,0.8846893742220211,0.9096700796359499,0.9600486927941148,0.9742852437560855,0.8385624172178712,0.8604406474009844,0.8590438864330311,0.8783505154639175,0.8849343990348364,0.7299912049252418,0.8896247240618101,0.8099112426035503,2.2037711686746055,3.1398550070144275,1.6788318839752276,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_unosat,model1,catboost_hierarchical,valid,0.8358974358974359,0.871927554980595,0.922807905862641,0.916632516057715,0.7277193959226546,0.7706848301346017,0.7694314032342201,0.7628458498023716,0.8213058419243986,0.5445544554455446,0.8205590622182146,0.6893317702227433,5.227205821182732,8.12839449553822,3.987547275058353,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_unosat,model1,catboost_hierarchical,test,0.7983816587997303,0.8011363636363636,0.9090126433921628,0.8093747465108506,0.6874627092351504,0.7266803751139328,0.7255343082114736,0.7428571428571429,0.7909176915799432,0.5027932960893855,0.8011928429423459,0.5995525727069351,6.032949420537076,11.724093560892296,4.016702360910463,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_unosat,model1,gru_hierarchical,train,0.8569037656903765,0.8447571493418067,0.9466572337812056,0.9470232252747797,0.7595281881923676,0.7999738429943019,0.7920435709211461,0.8382573860791187,0.844597927972373,0.5533807829181495,0.8498727735368957,0.7115320704553008,4.177492158793275,5.8716765713417365,3.152459223519209,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_unosat,model1,gru_hierarchical,valid,0.835096453018046,0.8564476885644768,0.9198734086850116,0.912945427198828,0.6992004952245606,0.7468273706196534,0.7318858258111735,0.7811158798283262,0.8097731239092496,0.48028673835125446,0.8115419296663661,0.6132848043676069,6.7508113609559315,8.256320002465577,5.5261436101391554,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_unosat,model1,gru_hierarchical,test,0.7965580823601721,0.8137755102040817,0.8974936731303523,0.8561040685096876,0.6586019158759415,0.7188783541696209,0.7080808080808081,0.6936708860759494,0.7963800904977375,0.39662447257383965,0.7958993476234856,0.6104347826086957,7.25024878798829,13.591041770304168,4.784420685002647,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_unosat,model1,tcn_hierarchical,train,0.8472524812394093,0.8124320799826125,0.9351558257104734,0.9286583309056943,0.72418498694816,0.7737838118088465,0.7684397494624661,0.7496779733791327,0.8252583979328165,0.5211122554067971,0.8316599732262383,0.693216334795815,5.689904413548019,6.594018268366292,4.100529072865019,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_unosat,model1,tcn_hierarchical,valid,0.8244372990353698,0.8392638036809816,0.9087977805948215,0.8810716119909826,0.7064641213031007,0.7385719903160657,0.7313850063532401,0.7589098532494759,0.7929515418502202,0.5729166666666666,0.7945454545454546,0.6129970902036858,8.43259916669701,9.16272311833533,5.647552061678935,0.0
direct_week_ahead_missing_modality,1,week_plus_1,drop_unosat,model1,tcn_hierarchical,test,0.8103896103896104,0.8159203980099502,0.9096589474047752,0.8358703887404586,0.6735527939435799,0.7209971124159722,0.7153015538583092,0.7158836689038032,0.7899628252788105,0.46153846153846156,0.7934044616876819,0.6069745523091423,8.17814453333094,14.107468521554523,4.87883966729741,0.0
