raion_id,week_start,firms_event_count,firms_high_conf_count,firms_nominal_conf_count,firms_low_conf_count,firms_day_count,firms_night_count,firms_type0_count,firms_type2_count,firms_frp_sum,firms_frp_mean,firms_frp_max,firms_near_roads_count,firms_near_rail_count,firms_near_roads_share,firms_near_rail_share,firms_bright_ti4_mean,raion_name,oblast_name,firms_event_count_lag1,firms_event_count_roll4_sum,firms_frp_sum_lag1,firms_frp_sum_roll4_sum,firms_change_vs_prev_week
UA0102,2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,,,,,
UA0102,2023-01-02,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.46,0.46,0.46,0.0,0.0,0.0,0.0,296.96,Bakhchysaraiskyi,Autonomous Republic of Crimea,0.0,0.0,0.0,0.0,1.0
UA0102,2023-01-09,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.57,0.57,0.57,0.0,0.0,0.0,0.0,295.09,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,1.0,0.46,0.46,0.0
UA0102,2023-01-16,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.09,2.09,2.09,0.0,0.0,0.0,0.0,327.57,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,2.0,0.57,1.03,0.0
UA0102,2023-01-23,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.31,3.31,3.31,0.0,0.0,0.0,0.0,328.08,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,3.0,2.09,3.12,0.0
UA0102,2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,4.0,3.31,6.43,-1.0
UA0102,2023-02-06,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.55,0.55,0.55,0.0,0.0,0.0,0.0,301.62,Bakhchysaraiskyi,Autonomous Republic of Crimea,0.0,3.0,0.0,5.970000000000001,1.0
UA0102,2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,3.0,0.55,5.95,-1.0
UA0102,2023-02-20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.28,2.28,2.28,0.0,0.0,0.0,0.0,327.33,Bakhchysaraiskyi,Autonomous Republic of Crimea,0.0,2.0,0.0,3.8600000000000003,1.0
UA0102,2023-02-27,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.64,0.64,0.64,0.0,0.0,0.0,0.0,296.99,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,2.0,2.28,2.8299999999999996,0.0
UA0102,2023-03-06,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.68,0.68,0.68,0.0,0.0,0.0,0.0,304.52,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,3.0,0.64,3.4699999999999998,0.0
UA0102,2023-03-13,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.73,0.73,0.73,0.0,0.0,0.0,0.0,297.54,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,3.0,0.68,3.5999999999999996,0.0
UA0102,2023-03-20,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.69,0.69,0.69,0.0,0.0,0.0,0.0,306.05,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,4.0,0.73,4.33,0.0
UA0102,2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,4.0,0.69,2.7399999999999993,-1.0
UA0102,2023-04-03,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.29,1.145,1.26,0.0,0.0,0.0,0.0,300.685,Bakhchysaraiskyi,Autonomous Republic of Crimea,0.0,3.0,0.0,2.0999999999999996,2.0
UA0102,2023-04-10,3.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,6.99,2.33,5.65,0.0,0.0,0.0,0.0,309.69666666666666,Bakhchysaraiskyi,Autonomous Republic of Crimea,2.0,4.0,2.29,3.71,1.0
UA0102,2023-04-17,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.51,0.755,0.78,0.0,0.0,0.0,0.0,297.69,Bakhchysaraiskyi,Autonomous Republic of Crimea,3.0,6.0,6.99,9.97,-1.0
UA0102,2023-04-24,3.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,4.82,1.6066666666666667,2.97,0.0,0.0,0.0,0.0,313.2,Bakhchysaraiskyi,Autonomous Republic of Crimea,2.0,7.0,1.51,10.790000000000001,1.0
UA0102,2023-05-01,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.09,1.045,1.08,0.0,0.0,0.0,0.0,300.515,Bakhchysaraiskyi,Autonomous Republic of Crimea,3.0,10.0,4.82,15.610000000000001,-1.0
UA0102,2023-05-08,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.07,0.69,0.99,0.0,0.0,0.0,0.0,300.95666666666665,Bakhchysaraiskyi,Autonomous Republic of Crimea,2.0,10.0,2.09,15.41,1.0
UA0102,2023-05-15,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.09,1.0225,1.29,0.0,0.0,0.0,0.0,299.505,Bakhchysaraiskyi,Autonomous Republic of Crimea,3.0,10.0,2.07,10.49,1.0
UA0102,2023-05-22,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.18,0.59,0.82,0.0,0.0,0.0,0.0,299.40999999999997,Bakhchysaraiskyi,Autonomous Republic of Crimea,4.0,12.0,4.09,13.07,-2.0
UA0102,2023-05-29,6.0,0.0,6.0,0.0,0.0,6.0,0.0,6.0,4.95,0.8250000000000001,1.46,0.0,0.0,0.0,0.0,302.87833333333333,Bakhchysaraiskyi,Autonomous Republic of Crimea,2.0,11.0,1.18,9.43,4.0
UA0102,2023-06-05,6.0,0.0,6.0,0.0,0.0,6.0,0.0,6.0,5.58,0.93,1.13,0.0,0.0,0.0,0.0,299.2416666666667,Bakhchysaraiskyi,Autonomous Republic of Crimea,6.0,15.0,4.95,12.29,0.0
UA0102,2023-06-12,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.41,0.8033333333333333,1.06,0.0,0.0,0.0,0.0,299.48,Bakhchysaraiskyi,Autonomous Republic of Crimea,6.0,18.0,5.58,15.8,-3.0
UA0102,2023-06-19,12.0,0.0,12.0,0.0,0.0,12.0,0.0,12.0,10.98,0.915,1.33,0.0,0.0,0.0,0.0,301.76916666666665,Bakhchysaraiskyi,Autonomous Republic of Crimea,3.0,17.0,2.41,14.120000000000001,9.0
UA0102,2023-06-26,7.0,0.0,7.0,0.0,0.0,7.0,0.0,7.0,6.15,0.8785714285714287,1.27,0.0,0.0,0.0,0.0,303.07571428571424,Bakhchysaraiskyi,Autonomous Republic of Crimea,12.0,27.0,10.98,23.92,-5.0
UA0102,2023-07-03,7.0,0.0,7.0,0.0,0.0,7.0,0.0,7.0,6.19,0.8842857142857143,1.11,0.0,0.0,0.0,0.0,304.0285714285714,Bakhchysaraiskyi,Autonomous Republic of Crimea,7.0,28.0,6.15,25.120000000000005,0.0
UA0102,2023-07-10,7.0,0.0,7.0,0.0,0.0,7.0,0.0,7.0,7.83,1.1185714285714285,1.55,0.0,0.0,0.0,0.0,303.09000000000003,Bakhchysaraiskyi,Autonomous Republic of Crimea,7.0,29.0,6.19,25.73,0.0
UA0102,2023-07-17,9.0,0.0,9.0,0.0,2.0,7.0,2.0,7.0,11.08,1.231111111111111,2.37,0.0,0.0,0.0,0.0,312.3233333333333,Bakhchysaraiskyi,Autonomous Republic of Crimea,7.0,33.0,7.83,31.150000000000002,2.0
UA0102,2023-07-24,7.0,0.0,7.0,0.0,1.0,6.0,1.0,6.0,11.03,1.5757142857142856,6.02,0.0,0.0,0.0,0.0,306.0242857142857,Bakhchysaraiskyi,Autonomous Republic of Crimea,9.0,30.0,11.08,31.25,-2.0
UA0102,2023-07-31,8.0,0.0,8.0,0.0,0.0,8.0,0.0,8.0,7.76,0.97,1.35,0.0,0.0,0.0,0.0,306.68375000000003,Bakhchysaraiskyi,Autonomous Republic of Crimea,7.0,30.0,11.03,36.13,1.0
UA0102,2023-08-07,7.0,0.0,7.0,0.0,0.0,7.0,0.0,7.0,6.0600000000000005,0.8657142857142858,1.2,0.0,0.0,0.0,0.0,304.44428571428574,Bakhchysaraiskyi,Autonomous Republic of Crimea,8.0,31.0,7.76,37.7,-1.0
UA0102,2023-08-14,9.0,0.0,9.0,0.0,0.0,9.0,0.0,9.0,8.82,0.98,1.38,0.0,0.0,0.0,0.0,305.4144444444444,Bakhchysaraiskyi,Autonomous Republic of Crimea,7.0,31.0,6.0600000000000005,35.93,2.0
UA0102,2023-08-21,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,3.12,1.04,1.08,0.0,0.0,0.0,0.0,304.48,Bakhchysaraiskyi,Autonomous Republic of Crimea,9.0,31.0,8.82,33.67,-6.0
UA0102,2023-08-28,18.0,1.0,17.0,0.0,9.0,9.0,9.0,9.0,168.64,9.368888888888888,37.98,0.0,0.0,0.0,0.0,326.92333333333335,Bakhchysaraiskyi,Autonomous Republic of Crimea,3.0,27.0,3.12,25.759999999999998,15.0
UA0102,2023-09-04,10.0,0.0,10.0,0.0,4.0,6.0,4.0,6.0,45.44,4.544,21.38,0.0,0.0,0.0,0.0,319.894,Bakhchysaraiskyi,Autonomous Republic of Crimea,18.0,37.0,168.64,186.64,-8.0
UA0102,2023-09-11,8.0,0.0,8.0,0.0,0.0,8.0,0.0,8.0,7.15,0.89375,1.36,0.0,0.0,0.0,0.0,302.1675,Bakhchysaraiskyi,Autonomous Republic of Crimea,10.0,40.0,45.44,226.01999999999998,-2.0
UA0102,2023-09-18,16.0,0.0,15.0,1.0,6.0,10.0,6.0,10.0,121.39,7.586875,35.65,0.0,0.0,0.0,0.0,317.00375,Bakhchysaraiskyi,Autonomous Republic of Crimea,8.0,39.0,7.15,224.35,8.0
UA0102,2023-09-25,7.0,0.0,7.0,0.0,0.0,7.0,0.0,7.0,5.31,0.7585714285714286,0.93,0.0,0.0,0.0,0.0,299.8228571428572,Bakhchysaraiskyi,Autonomous Republic of Crimea,16.0,52.0,121.39,342.62,-9.0
UA0102,2023-10-02,5.0,0.0,5.0,0.0,0.0,5.0,1.0,4.0,3.87,0.774,1.1,0.0,0.0,0.0,0.0,301.662,Bakhchysaraiskyi,Autonomous Republic of Crimea,7.0,41.0,5.31,179.29,-2.0
UA0102,2023-10-09,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,3.55,0.8875,1.09,0.0,0.0,0.0,0.0,300.6575,Bakhchysaraiskyi,Autonomous Republic of Crimea,5.0,36.0,3.87,137.72,-1.0
UA0102,2023-10-16,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,2.91,0.7275,0.83,0.0,0.0,0.0,0.0,303.4325,Bakhchysaraiskyi,Autonomous Republic of Crimea,4.0,32.0,3.55,134.12,0.0
UA0102,2023-10-23,4.0,0.0,4.0,0.0,1.0,3.0,3.0,1.0,8.01,2.0025,4.76,0.0,0.0,0.0,0.0,311.795,Bakhchysaraiskyi,Autonomous Republic of Crimea,4.0,20.0,2.91,15.64,0.0
UA0102,2023-10-30,5.0,0.0,5.0,0.0,1.0,4.0,1.0,4.0,5.909999999999999,1.182,2.51,0.0,0.0,0.0,0.0,310.65999999999997,Bakhchysaraiskyi,Autonomous Republic of Crimea,4.0,17.0,8.01,18.34,1.0
UA0102,2023-11-06,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,3.1900000000000004,0.7975000000000001,1.11,0.0,0.0,0.0,0.0,301.6625,Bakhchysaraiskyi,Autonomous Republic of Crimea,5.0,17.0,5.909999999999999,20.38,-1.0
UA0102,2023-11-13,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.03,1.015,1.17,0.0,0.0,0.0,0.0,301.155,Bakhchysaraiskyi,Autonomous Republic of Crimea,4.0,17.0,3.1900000000000004,20.019999999999996,-2.0
UA0102,2023-11-20,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.08,1.08,1.08,0.0,0.0,0.0,0.0,297.92,Bakhchysaraiskyi,Autonomous Republic of Crimea,2.0,15.0,2.03,19.139999999999997,-1.0
UA0102,2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,12.0,1.08,12.209999999999999,-1.0
UA0102,2023-12-04,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.92,0.92,0.92,0.0,0.0,0.0,0.0,296.45,Bakhchysaraiskyi,Autonomous Republic of Crimea,0.0,7.0,0.0,6.300000000000001,1.0
UA0102,2023-12-11,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.2,1.2,1.2,0.0,0.0,0.0,0.0,295.39,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,4.0,0.92,4.03,0.0
UA0102,2023-12-18,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.66,0.66,0.66,0.0,0.0,0.0,0.0,299.58,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,3.0,1.2,3.2,0.0
UA0102,2023-12-25,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.8399999999999999,0.9199999999999999,0.98,0.0,0.0,0.0,0.0,297.305,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,3.0,0.66,2.7800000000000002,1.0
UA0102,2024-01-01,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.58,0.86,0.88,0.0,0.0,0.0,0.0,298.78,Bakhchysaraiskyi,Autonomous Republic of Crimea,2.0,5.0,1.8399999999999999,4.62,1.0
UA0102,2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,3.0,7.0,2.58,6.28,-3.0
UA0102,2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,0.0,6.0,0.0,5.08,0.0
UA0102,2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,0.0,5.0,0.0,4.42,0.0
UA0102,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,0.0,3.0,0.0,2.58,0.0
UA0102,2024-02-05,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.63,0.815,0.93,0.0,0.0,0.0,0.0,300.12,Bakhchysaraiskyi,Autonomous Republic of Crimea,0.0,0.0,0.0,0.0,2.0
UA0102,2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,2.0,2.0,1.63,1.63,-2.0
UA0102,2024-02-19,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.76,0.76,0.76,0.0,0.0,0.0,0.0,297.17,Bakhchysaraiskyi,Autonomous Republic of Crimea,0.0,2.0,0.0,1.63,1.0
UA0102,2024-02-26,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,12.64,4.213333333333334,7.69,0.0,0.0,0.0,0.0,330.01,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,3.0,0.76,2.3899999999999997,2.0
UA0102,2024-03-04,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.25,0.625,0.64,0.0,0.0,0.0,0.0,296.46000000000004,Bakhchysaraiskyi,Autonomous Republic of Crimea,3.0,6.0,12.64,15.030000000000001,-1.0
UA0102,2024-03-11,4.0,0.0,4.0,0.0,3.0,1.0,3.0,1.0,9.75,2.4375,3.39,0.0,0.0,0.0,0.0,322.5725,Bakhchysaraiskyi,Autonomous Republic of Crimea,2.0,6.0,1.25,14.650000000000002,2.0
UA0102,2024-03-18,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.66,0.66,0.66,0.0,0.0,0.0,0.0,297.92,Bakhchysaraiskyi,Autonomous Republic of Crimea,4.0,10.0,9.75,24.400000000000002,-3.0
UA0102,2024-03-25,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,3.23,1.0766666666666667,1.23,0.0,0.0,0.0,0.0,299.94666666666666,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,10.0,0.66,24.3,2.0
UA0102,2024-04-01,5.0,0.0,5.0,0.0,1.0,4.0,1.0,4.0,11.13,2.226,6.95,0.0,0.0,0.0,0.0,308.884,Bakhchysaraiskyi,Autonomous Republic of Crimea,3.0,10.0,3.23,14.89,2.0
UA0102,2024-04-08,9.0,0.0,9.0,0.0,1.0,8.0,3.0,6.0,16.08,1.7866666666666664,4.89,0.0,0.0,0.0,0.0,311.8644444444445,Bakhchysaraiskyi,Autonomous Republic of Crimea,5.0,13.0,11.13,24.770000000000003,4.0
UA0102,2024-04-15,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,2.69,0.6725,1.01,0.0,0.0,0.0,0.0,298.805,Bakhchysaraiskyi,Autonomous Republic of Crimea,9.0,18.0,16.08,31.1,-5.0
UA0102,2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,4.0,21.0,2.69,33.13,-4.0
UA0102,2024-04-29,5.0,0.0,5.0,0.0,1.0,4.0,1.0,4.0,5.61,1.122,2.37,0.0,0.0,0.0,0.0,306.416,Bakhchysaraiskyi,Autonomous Republic of Crimea,0.0,18.0,0.0,29.900000000000002,5.0
UA0102,2024-05-06,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,3.83,0.9575,1.17,0.0,0.0,0.0,0.0,298.41999999999996,Bakhchysaraiskyi,Autonomous Republic of Crimea,5.0,18.0,5.61,24.380000000000003,-1.0
UA0102,2024-05-13,4.0,0.0,4.0,0.0,0.0,4.0,2.0,2.0,5.26,1.315,2.73,0.0,0.0,0.0,0.0,304.62,Bakhchysaraiskyi,Autonomous Republic of Crimea,4.0,13.0,3.83,12.130000000000004,0.0
UA0102,2024-05-20,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,3.19,0.7975,1.31,0.0,0.0,0.0,0.0,302.7625,Bakhchysaraiskyi,Autonomous Republic of Crimea,4.0,13.0,5.26,14.700000000000005,0.0
UA0102,2024-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,4.0,17.0,3.19,17.890000000000004,-4.0
UA0102,2024-06-03,6.0,0.0,6.0,0.0,0.0,6.0,0.0,6.0,4.18,0.6966666666666667,1.01,0.0,0.0,0.0,0.0,302.65833333333336,Bakhchysaraiskyi,Autonomous Republic of Crimea,0.0,12.0,0.0,12.280000000000003,6.0
UA0102,2024-06-10,7.0,0.0,6.0,1.0,1.0,6.0,0.0,7.0,7.13,1.0185714285714285,1.93,0.0,0.0,0.0,0.0,306.65,Bakhchysaraiskyi,Autonomous Republic of Crimea,6.0,14.0,4.18,12.630000000000003,1.0
UA0102,2024-06-17,11.0,0.0,11.0,0.0,0.0,11.0,0.0,11.0,11.09,1.008181818181818,1.34,0.0,0.0,0.0,0.0,304.15727272727275,Bakhchysaraiskyi,Autonomous Republic of Crimea,7.0,17.0,7.13,14.500000000000004,4.0
UA0102,2024-06-24,10.0,0.0,10.0,0.0,0.0,10.0,1.0,9.0,8.76,0.876,1.3,0.0,0.0,0.0,0.0,300.637,Bakhchysaraiskyi,Autonomous Republic of Crimea,11.0,24.0,11.09,22.400000000000006,-1.0
UA0102,2024-07-01,10.0,0.0,10.0,0.0,0.0,10.0,1.0,9.0,8.84,0.884,1.41,0.0,0.0,0.0,0.0,304.177,Bakhchysaraiskyi,Autonomous Republic of Crimea,10.0,34.0,8.76,31.160000000000004,0.0
UA0102,2024-07-08,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.83,0.83,0.83,0.0,0.0,0.0,0.0,305.53,Bakhchysaraiskyi,Autonomous Republic of Crimea,10.0,38.0,8.84,35.82000000000001,-9.0
UA0102,2024-07-15,7.0,0.0,7.0,0.0,0.0,7.0,1.0,6.0,7.54,1.0771428571428572,1.44,0.0,0.0,0.0,0.0,303.7757142857143,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,32.0,0.83,29.520000000000003,6.0
UA0102,2024-07-22,5.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,6.39,1.278,1.72,0.0,0.0,0.0,0.0,304.9,Bakhchysaraiskyi,Autonomous Republic of Crimea,7.0,28.0,7.54,25.970000000000006,-2.0
UA0102,2024-07-29,10.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,10.26,1.026,1.79,0.0,0.0,0.0,0.0,307.29699999999997,Bakhchysaraiskyi,Autonomous Republic of Crimea,5.0,23.0,6.39,23.60000000000001,5.0
UA0102,2024-08-05,7.0,0.0,7.0,0.0,1.0,6.0,1.0,6.0,8.69,1.2414285714285713,2.02,0.0,0.0,0.0,0.0,309.33,Bakhchysaraiskyi,Autonomous Republic of Crimea,10.0,23.0,10.26,25.020000000000003,-3.0
UA0102,2024-08-12,13.0,0.0,13.0,0.0,3.0,10.0,3.0,10.0,27.97,2.1515384615384616,11.05,0.0,0.0,0.0,0.0,310.2869230769231,Bakhchysaraiskyi,Autonomous Republic of Crimea,7.0,29.0,8.69,32.88000000000001,6.0
UA0102,2024-08-19,9.0,0.0,9.0,0.0,0.0,9.0,0.0,9.0,9.68,1.0755555555555556,1.46,0.0,0.0,0.0,0.0,306.83000000000004,Bakhchysaraiskyi,Autonomous Republic of Crimea,13.0,35.0,27.97,53.31,-4.0
UA0102,2024-08-26,7.0,0.0,7.0,0.0,0.0,7.0,1.0,6.0,7.12,1.0171428571428571,1.31,0.0,0.0,0.0,0.0,303.02714285714285,Bakhchysaraiskyi,Autonomous Republic of Crimea,9.0,39.0,9.68,56.6,-2.0
UA0102,2024-09-02,8.0,0.0,8.0,0.0,1.0,7.0,2.0,6.0,10.54,1.3175,4.3,0.0,0.0,0.0,0.0,307.615,Bakhchysaraiskyi,Autonomous Republic of Crimea,7.0,36.0,7.12,53.46,1.0
UA0102,2024-09-09,9.0,0.0,9.0,0.0,0.0,9.0,0.0,9.0,7.529999999999999,0.8366666666666666,1.63,0.0,0.0,0.0,0.0,300.1633333333333,Bakhchysaraiskyi,Autonomous Republic of Crimea,8.0,37.0,10.54,55.31,1.0
UA0102,2024-09-16,7.0,0.0,7.0,0.0,0.0,7.0,0.0,7.0,5.49,0.7842857142857144,1.32,0.0,0.0,0.0,0.0,303.1985714285714,Bakhchysaraiskyi,Autonomous Republic of Crimea,9.0,33.0,7.529999999999999,34.870000000000005,-2.0
UA0102,2024-09-23,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,3.8899999999999997,0.9724999999999999,1.56,0.0,0.0,0.0,0.0,300.2,Bakhchysaraiskyi,Autonomous Republic of Crimea,7.0,31.0,5.49,30.680000000000007,-3.0
UA0102,2024-09-30,9.0,0.0,9.0,0.0,0.0,9.0,1.0,8.0,6.83,0.758888888888889,1.45,0.0,0.0,0.0,0.0,301.90555555555557,Bakhchysaraiskyi,Autonomous Republic of Crimea,4.0,28.0,3.8899999999999997,27.450000000000006,5.0
UA0102,2024-10-07,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.84,0.9466666666666667,1.13,0.0,0.0,0.0,0.0,302.0833333333333,Bakhchysaraiskyi,Autonomous Republic of Crimea,9.0,29.0,6.83,23.740000000000006,-6.0
UA0102,2024-10-14,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.83,0.915,1.22,0.0,0.0,0.0,0.0,296.635,Bakhchysaraiskyi,Autonomous Republic of Crimea,3.0,23.0,2.84,19.050000000000008,-1.0
UA0102,2024-10-21,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,3.65,0.9125,1.53,0.0,0.0,0.0,0.0,298.22249999999997,Bakhchysaraiskyi,Autonomous Republic of Crimea,2.0,18.0,1.83,15.390000000000008,2.0
UA0102,2024-10-28,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.91,3.91,3.91,0.0,0.0,0.0,0.0,336.23,Bakhchysaraiskyi,Autonomous Republic of Crimea,4.0,18.0,3.65,15.150000000000006,-3.0
UA0102,2024-11-04,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.66,1.165,1.26,0.0,0.0,0.0,0.0,303.6125,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,10.0,3.91,12.230000000000008,3.0
UA0102,2024-11-11,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.84,0.84,0.84,0.0,0.0,0.0,0.0,298.38,Bakhchysaraiskyi,Autonomous Republic of Crimea,4.0,11.0,4.66,14.050000000000008,-3.0
UA0102,2024-11-18,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.62,0.81,0.9,0.0,0.0,0.0,0.0,304.94,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,10.0,0.84,13.060000000000006,1.0
UA0102,2024-11-25,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.56,0.56,0.56,0.0,0.0,0.0,0.0,301.68,Bakhchysaraiskyi,Autonomous Republic of Crimea,2.0,8.0,1.62,11.030000000000008,-1.0
UA0102,2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,8.0,0.56,7.680000000000007,-1.0
UA0102,2024-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,0.0,4.0,0.0,3.020000000000007,0.0
UA0102,2024-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,0.0,3.0,0.0,2.1800000000000073,0.0
UA0102,2024-12-23,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.17,1.17,1.17,0.0,0.0,0.0,0.0,309.26,Bakhchysaraiskyi,Autonomous Republic of Crimea,0.0,1.0,0.0,0.5600000000000072,1.0
UA0102,2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bakhchysaraiskyi,Autonomous Republic of Crimea,1.0,1.0,1.17,1.170000000000007,-1.0
UA0104,2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bilohirskyi,Autonomous Republic of Crimea,,1.0,,1.170000000000007,
UA0104,2023-01-02,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.62,2.62,2.62,0.0,0.0,0.0,0.0,331.05,Bilohirskyi,Autonomous Republic of Crimea,0.0,1.0,0.0,1.170000000000007,1.0
UA0104,2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,Bilohirskyi,Autonomous Republic of Crimea,1.0,2.0,2.62,3.790000000000007,-1.0
