date,raion_id,raion_name,ntl_mean,ntl_std_mean,ntl_valid_pixels,ntl_total_pixels,ntl_high_quality_share,ntl_latest_hq_share,source_tile_count
2024-01-01,UA0102,Bakhchysaraiskyi,2.855623153598742,16.995345297983604,15548,15548,0.8799202469771031,0.12007975302289683,1
2024-01-01,UA0104,Bilohirskyi,2.502980834642057,77.47154350498325,19340,19340,0.9149948293691831,0.08500517063081696,1
2024-01-01,UA0106,Dzhankoiskyi,0.49054347130643483,2.0374885743447453,14457,14457,0.9394756865186414,0.06052431348135851,1
2024-01-01,UA0108,Yevpatoriiskyi,0.7676687209229807,3.280197546869396,25621,25621,0.7913820693961985,0.20861793060380157,1
2024-01-01,UA0110,Kerchenskyi,0.8298960176352453,3.8614784494533385,19978,19978,0.9443888277104815,0.05561117228951847,1
2024-01-01,UA0112,Kurmanskyi,0.5330322545832717,1.1159227003297043,21547,21547,0.9315449946628301,0.0684550053371699,1
2024-01-01,UA0114,Perekopskyi,0.4307596843002969,2.0156850483027426,16494,16494,0.8432157148053838,0.15678428519461624,1
2024-01-01,UA0116,Simferopolskyi,3.4839253523212297,10.514970001650557,12170,12170,0.8549712407559573,0.14502875924404274,1
2024-01-01,UA0118,Feodosiiskyi,0.8865897240475427,3.80413131969371,17858,17858,0.8219285474297233,0.17807145257027662,1
2024-01-01,UA0120,Yaltynskyi,2.1277640494937566,6.4996896837538864,5821,5821,0.3143789726851057,0.6856210273148944,1
2024-01-01,UA0502,Vinnytskyi,0.5010240386685451,1.5776116989511688,49008,49008,0.22839128305582762,0.7716087169441724,1
2024-01-01,UA0504,Haisynskyi,0.24529941695145308,0.4247025069934801,39864,39864,0.9255719446116797,0.07442805538832029,2
2024-01-01,UA0506,Zhmerynskyi,0.2795316864631781,0.3429292538557987,22233,22233,0.007691269734178923,0.9923087302658211,1
2024-01-01,UA0508,Mohyliv-Podilskyi,0.29538299083390696,0.37413226400714633,22580,22580,0.2595217006200177,0.7404782993799823,1
2024-01-01,UA0510,Tulchynskyi,0.3299292424307421,0.4310816536854706,27044,27044,0.9441650643395947,0.05583493566040527,1
2024-01-01,UA0512,Khmilnytskyi,0.31291463791898444,0.3361111312924178,26518,26518,0.0030168187646127157,0.9969831812353873,1
2024-01-01,UA0702,Volodymyrskyi,0.2342164905321956,0.3455313071248021,18791,18791,0.0,1.0,1
2024-01-01,UA0704,Kamin-Kashyrskyi,0.17045915604487136,0.08660319911303241,35011,35011,0.0,1.0,1
2024-01-01,UA0706,Kovelskyi,0.19140381622302394,0.2187184427692826,56853,56853,0.0,1.0,1
2024-01-01,UA0708,Lutskyi,0.26438236357094885,0.7760304778416417,38532,38532,0.0,1.0,1
2024-01-01,UA1202,Dniprovskyi,0.9422613009566778,25.78200995855714,39273,39273,0.9721437119649632,0.027856288035036793,1
2024-01-01,UA1204,Kamianskyi,0.4874576474101861,14.046402722440959,33666,33666,0.9608804134735341,0.03911958652646587,1
2024-01-01,UA1206,Kryvorizkyi,0.44534013103570913,2.326429457333958,39695,39695,0.959088046353445,0.040911953646554984,1
2024-01-01,UA1208,Nikopolskyi,0.17745328886226844,0.4048393487138014,22336,22336,0.9245612464183381,0.0754387535816619,1
2024-01-01,UA1210,Samarivskyi,0.20400790378825398,0.3285412383637219,24562,24562,0.9953993974432049,0.004600602556795049,1
2024-01-01,UA1212,Pavlohradskyi,0.27731303983274874,0.5456424736006369,17079,17079,0.9809122313952807,0.019087768604719245,1
2024-01-01,UA1214,Synelnykivskyi,0.2034922643733557,0.38977118991663257,46229,46229,0.9970148608016612,0.002985139198338705,1
2024-01-01,UA1402,Bakhmutskyi,0.12807915957963797,0.1691916057423132,12258,12258,0.9724261706640561,0.027573829335943875,1
2024-01-01,UA1404,Volnovaskyi,0.15867964830689743,0.2808244931723292,30738,30738,0.995575509141779,0.0044244908582210946,1
2024-01-01,UA1406,Horlivskyi,0.7037172844553545,2.6651461770166174,17088,17088,0.7240168539325843,0.27598314606741575,1
2024-01-01,UA1408,Donetskyi,1.3854876672539675,4.384387902883242,20069,20069,0.9042304051023967,0.09576959489760327,1
2024-01-01,UA1410,Kalmiuskyi,0.28732860716418923,0.7261456693771777,21499,21499,0.9844643936927299,0.015535606307270106,1
2024-01-01,UA1412,Kramatorskyi,0.15075495822026821,0.18298208789949372,36529,36529,0.9224178050316187,0.07758219496838129,1
2024-01-01,UA1414,Mariupolskyi,1.03704264114844,4.470002859697006,18002,18002,0.962893011887568,0.03710698811243195,1
2024-01-01,UA1416,Pokrovskyi,0.16223602374834703,0.20971335798530386,27930,27930,0.9912638739706409,0.008736126029359113,1
2024-01-01,UA1802,Berdychivskyi,0.3262077204259189,1.1200935719135339,21686,21686,0.027437056165267915,0.9725629438347321,2
2024-01-01,UA1804,Zhytomyrskyi,0.2529745871592588,0.5293834913089241,76327,76327,0.013271843515400842,0.9867281564845991,2
2024-01-01,UA1806,Korostenskyi,0.21215776766321714,0.1170685027169012,81949,81949,0.0015863524875227276,0.9984136475124773,1
2024-01-01,UA1808,Zviahelskyi,0.18550006228909222,0.12043291962212486,38386,38386,0.0,1.0,1
2024-01-01,UA2102,Berehivskyi,0.6220358799089909,1.3784989761298567,10149,10149,0.0,1.0,1
2024-01-01,UA2104,Mukachivskyi,0.647562793959467,1.6962551282003413,14418,14418,0.0,1.0,1
2024-01-01,UA2106,Rakhivskyi,0.27168363564541675,0.28452386514839584,12838,12838,0.007010437762891416,0.9929895622371085,1
2024-01-01,UA2108,Tiachivskyi,0.4396009869483951,0.7090428942809125,13005,13005,0.0,1.0,1
2024-01-01,UA2110,Uzhhorodskyi,0.7038764921905606,2.007290629744268,16617,16617,0.0,1.0,1
2024-01-01,UA2112,Khustskyi,0.33107682137186134,0.533560186974929,22238,22238,0.0,1.0,1
2024-01-01,UA2302,Berdianskyi,0.20995137478040465,0.9399460460637435,30358,30358,0.9769088872784768,0.023091112721523158,1
2024-01-01,UA2304,Vasylivskyi,0.2512418263066645,0.7168942605925684,29547,29547,0.8891934883406098,0.11080651165939012,1
2024-01-01,UA2306,Zaporizkyi,0.29026735438189405,1.2320583309018545,32466,32466,0.9482227561140886,0.051777243885911414,1
2024-01-01,UA2308,Melitopolskyi,0.32542643252447656,1.5248895565229268,47229,47229,0.9659319485909081,0.03406805140909187,1
2024-01-01,UA2310,Polohivskyi,0.16061962976068792,0.2289106112091265,46466,46466,0.9942538630396419,0.005746136960358111,1
2024-01-01,UA2602,Verkhovynskyi,0.1989525069914589,0.06622693332835766,8706,8706,0.0,1.0,1
2024-01-01,UA2604,Ivano-Frankivskyi,0.32215856615663985,0.6121958015607658,27536,27536,0.03736926205694364,0.9626307379430563,1
2024-01-01,UA2606,Kaluskyi,0.24280527665827759,0.26328177940428216,25187,25187,0.0,1.0,1
2024-01-01,UA2608,Kolomyiskyi,0.2128775394648584,0.23986579487408471,17402,17402,0.392770945868291,0.607229054131709,1
2024-01-01,UA2610,Kosivskyi,0.20423089962933197,0.12334159855119628,6116,6116,0.10170045781556573,0.8982995421844343,1
2024-01-01,UA2612,Nadvirnianskyi,0.27979590164540324,0.9127964071171946,13091,13091,0.0,1.0,1
2024-01-01,UA3200,Chornobyl Exclusion Zone,0.17320367213808255,0.1712774713388696,19091,19091,0.0013095175737258395,0.9986904824262741,2
2024-01-01,UA3202,Bilotserkivskyi,0.3812849121261222,0.3634865014995965,46663,46663,0.17461371964940103,0.825386280350599,4
2024-01-01,UA3204,Boryspilskyi,0.2979966052229908,0.8855969896820147,28124,28124,0.07616270800739582,0.9238372919926042,2
2024-01-01,UA3206,Brovarskyi,3.3712757479225193,89.7686954875249,21076,21076,0.0,1.0,1
2024-01-01,UA3208,Buchanskyi,0.5427989236773867,0.9669122654638311,18701,18701,0.05694882626597508,0.9430511737340249,2
2024-01-01,UA3210,Vyshhorodskyi,0.20367621488679638,0.28681005308912166,31925,31925,0.0005011746280344557,0.9994988253719655,2
2024-01-01,UA3212,Obukhivskyi,0.30994889750004273,0.3799300057606717,26253,26253,0.004266179103340571,0.9957338208966594,2
2024-01-01,UA3214,Fastivskyi,0.35343360513445576,0.6549318946459493,12748,12748,0.04706620646375903,0.952933793536241,3
2024-01-01,UA3502,Holovanivskyi,0.20333857937338357,0.23018196513694558,29675,29675,0.7546082561078349,0.24539174389216512,2
2024-01-01,UA3504,Kropyvnytskyi,0.24274637960015458,0.5833528930087333,67916,67916,0.6499646622298133,0.3500353377701867,1
2024-01-01,UA3506,Novoukrainskyi,0.2202593781025734,0.2881008696742949,36438,36438,0.19803501838739776,0.8019649816126022,1
2024-01-01,UA3508,Oleksandriiskyi,0.1792344125296527,0.3221620594059916,38118,38118,0.9368802140720919,0.06311978592790808,1
2024-01-01,UA4402,Alchevskyi,0.7992064732351285,3.58782590733174,13976,13976,0.8304951345163136,0.16950486548368632,1
2024-01-01,UA4404,Dovzhanskyi,0.3981858704299445,1.0448063314398468,14928,14928,0.8661575562700965,0.13384244372990356,2
2024-01-01,UA4406,Luhanskyi,0.6683683272926251,2.069504088810866,15058,15058,0.812126444414929,0.18787355558507104,1
2024-01-01,UA4408,Rovenkivskyi,0.4238563682350926,0.6813540215231829,14493,14493,0.7113779065755882,0.2886220934244118,1
2024-01-01,UA4410,Svativskyi,0.22530056222379646,0.27773034818051534,38057,38057,0.7233360485587408,0.27666395144125916,2
2024-01-01,UA4412,Siverskodonetskyi,0.17102639830568206,0.17344146537986005,19068,19068,0.6523494860499266,0.3476505139500734,1
2024-01-01,UA4414,Starobilskyi,0.3483272958384997,0.34606918580984447,49515,49515,0.32200343330303943,0.6779965666969605,2
2024-01-01,UA4416,Shchastynskyi,0.24212140233031637,0.2570464957961861,23784,23784,0.6769256643121425,0.3230743356878574,2
2024-01-01,UA4602,Drohobytskyi,2.700518725155002,72.72717018472446,10637,10637,0.0,1.0,1
2024-01-01,UA4604,Zolochivskyi,0.3547463716137065,1.2770959219963869,21077,21077,0.0,1.0,2
2024-01-01,UA4606,Lvivskyi,1.0956669992195245,3.3949844436530534,35752,35752,0.0,1.0,2
2024-01-01,UA4608,Sambirskyi,0.28091632990088383,0.3231970410931997,23164,23164,0.0,1.0,1
2024-01-01,UA4610,Stryiskyi,0.7522976898814824,20.707029663787015,27395,27395,0.0,1.0,1
2024-01-01,UA4612,Sheptytskyi,0.21261075429334572,0.2837074174721501,21576,21576,0.0,1.0,1
2024-01-01,UA4614,Yavorivskyi,0.37790155694889505,0.8441411816112729,17128,17128,0.0,1.0,2
2024-01-01,UA4802,Bashtanskyi,0.18600725368015128,0.20690660830679664,46100,46100,0.9985683297180044,0.0014316702819956615,1
2024-01-01,UA4804,Voznesenskyi,0.22670397680737922,2.30739401893734,42429,42429,0.7371137665276108,0.26288623347238915,1
2024-01-01,UA4806,Mykolaivskyi,0.16643238492541004,0.24773058842524737,52322,52322,0.6443561025954665,0.35564389740453345,1
2024-01-01,UA4808,Pervomaiskyi,0.1778312981132314,0.24596802609181093,26306,26306,0.9423705618490078,0.05762943815099217,1
2024-01-01,UA5102,Berezivskyi,0.18145621585483154,0.2765185533308707,37987,37987,0.7711059046515913,0.22889409534840865,2
2024-01-01,UA5104,Bilhorod-Dnistrovskyi,0.2808701232998293,0.38951678081912683,34724,34724,0.5240179702799217,0.47598202972007836,2
2024-01-01,UA5106,Bolhradskyi,0.2633149608320094,0.4005125708666536,29981,29981,0.6824322070644742,0.31756779293552584,1
2024-01-01,UA5108,Izmailskyi,0.48787765281626705,2.2022167331987776,23547,23547,0.3099757930946617,0.6900242069053383,2
2024-01-01,UA5110,Odeskyi,0.9001155837468529,2.766009734371313,26691,26691,0.6478588288187029,0.35214117118129706,2
2024-01-01,UA5112,Podilskyi,0.21028240297560435,0.37858285789472773,48783,48783,0.9986265707316073,0.0013734292683926777,2
2024-01-01,UA5114,Rozdilnianskyi,0.22380311440074357,0.2979508601327312,24340,24340,0.903861955628595,0.0961380443714051,2
2024-01-01,UA5302,Kremenchutskyi,0.4095236682962035,4.878775574963933,43483,43483,0.8225283444104593,0.17747165558954073,1
2024-01-01,UA5304,Lubenskyi,0.21018813077303686,0.17737812350362064,39678,39678,0.12616563334845507,0.8738343666515449,2
2024-01-01,UA5306,Myrhorodskyi,0.19405178669492215,0.23104978867428974,45429,45429,0.050584428448788216,0.9494155715512118,2
2024-01-01,UA5308,Poltavskyi,0.20151998695172527,1.5130127644533922,77736,77736,0.8962900072038695,0.1037099927961305,2
2024-01-01,UA5602,Varaskyi,0.22489629088260424,0.5739269780068281,24846,24846,0.0,1.0,1
2024-01-01,UA5604,Dubenskyi,0.21394213322622718,0.20492682103531154,23999,23999,0.0,1.0,1
2024-01-01,UA5606,Rivnenskyi,0.26183366043327805,0.8085065234730838,52973,52973,0.0,1.0,1
2024-01-01,UA5608,Sarnenskyi,0.2056606135040024,0.1294298693807188,46266,46266,0.0,1.0,1
2024-01-01,UA5902,Konotopskyi,0.17064141377382522,0.10575570468638333,38519,38519,0.0,1.0,1
2024-01-01,UA5904,Okhtyrskyi,0.1238116179934105,0.0814577501817956,23315,23315,0.18215740939309458,0.8178425906069055,1
2024-01-01,UA5906,Romenskyi,0.13689432677872265,0.07448639624726763,28487,28487,0.0,1.0,1
2024-01-01,UA5908,Sumskyi,0.13936029717688828,0.12833729592977305,47777,47777,0.13263704292860581,0.8673629570713942,1
2024-01-01,UA5910,Shostkynskyi,0.21646332707939384,0.11504001343782419,38166,38166,0.0071267620395116076,0.9928732379604884,1
2024-01-01,UA6102,Kremenetskyi,0.23255780280828825,0.11395846544593893,19031,19031,0.0,1.0,2
2024-01-01,UA6104,Ternopilskyi,0.3203018220923733,0.47033265112082107,44068,44068,0.0,1.0,1
2024-01-01,UA6106,Chortkivskyi,0.23896750804542335,0.19055737926342442,35610,35610,0.03257511934849761,0.9674248806515023,1
2024-01-01,UA6302,Bohodukhivskyi,0.12093189521494624,0.16924401867222752,32644,32644,0.6752236245558142,0.32477637544418575,2
2024-01-01,UA6304,Iziumskyi,0.19960077354556288,0.18094827505103203,42044,42044,0.6354533346018457,0.36454666539815433,1
2024-01-01,UA6306,Berestynskyi,0.20299531041395466,1.3966960478264954,30844,30844,0.9961094540267151,0.0038905459732849175,1
2024-01-01,UA6308,Kupianskyi,0.14916667364869457,0.19076928114394828,33257,33257,0.9904681721141414,0.009531827885858617,2
2024-01-01,UA6310,Lozivskyi,0.2512192439435554,2.0822009130199604,28552,28552,0.9837139254693191,0.01628607453068086,1
2024-01-01,UA6312,Kharkivskyi,0.25480214383543737,0.4473174895728845,23273,23273,0.9327117260344605,0.06728827396553946,2
2024-01-01,UA6314,Chuhuivskyi,0.16675774669060175,0.2147714223526171,34673,34673,0.8841750064891991,0.11582499351080092,2
2024-01-01,UA6502,Beryslavskyi,0.18233738208934663,0.2690357931287923,32549,32549,0.9619650373283357,0.03803496267166426,1
2024-01-01,UA6504,Henicheskyi,0.1980701663626672,0.4583677416734472,43897,43897,0.8288037906918468,0.17119620930815319,1
2024-01-01,UA6506,Kakhovskyi,0.19440091645682986,0.28569128821682105,42699,42699,0.7746785639007939,0.22532143609920607,1
2024-01-01,UA6508,Skadovskyi,0.16207985390624854,0.3021401730320108,35296,35296,0.8009689483227561,0.1990310516772439,1
2024-01-01,UA6510,Khersonskyi,0.16692379175066177,0.19721856860105874,26064,26064,0.6258057090239411,0.37419429097605894,1
2024-01-01,UA6802,Kamianets-Podilskyi,0.36857358661435513,1.1207623176180186,31896,31896,0.011129922247303737,0.9888700777526963,1
2024-01-01,UA6804,Khmelnytskyi,0.3457949628420671,0.95344944655202,76878,76878,0.0,1.0,1
2024-01-01,UA6806,Shepetivskyi,0.24707047003337548,0.4631778829899674,38738,38738,0.0,1.0,2
2024-01-01,UA7102,Zvenyhorodskyi,0.6956206426840651,36.1042531437149,37416,37416,0.019937994440880905,0.980062005559119,1
2024-01-01,UA7104,Zolotoniskyi,0.2570269431763042,0.37277818575849336,30585,30585,0.6505803498446951,0.3494196501553049,2
2024-01-01,UA7106,Umanskyi,2.267009413237233,81.34568198674909,31924,31924,0.5348640521237941,0.465135947876206,2
2024-01-01,UA7108,Cherkaskyi,0.3321471581607703,1.0235789400791642,49059,49059,0.5740231150247661,0.4259768849752339,1
2024-01-01,UA7302,Vyzhnytskyi,0.1760060681340056,0.11567839227204008,13062,13062,0.3252947481243301,0.6747052518756699,1
2024-01-01,UA7304,Dnistrovskyi,0.3020074921143119,0.3464893669302445,14827,14827,0.030080258986983206,0.9699197410130168,1
2024-01-01,UA7306,Chernivetskyi,0.4665780439453576,1.631175646735684,28593,28593,0.6606861819326408,0.33931381806735916,1
2024-01-01,UA7402,Koriukivskyi,0.1631493547922727,0.11618333740478959,34460,34460,0.0,1.0,1
2024-01-01,UA7404,Nizhynskyi,0.15530849718968304,0.14194189460435774,53319,53319,0.0,1.0,1
2024-01-01,UA7406,Novhorod-Siverskyi,0.2065974530554605,0.10959227033922762,34895,34895,0.0,1.0,1
