raion_id,raion_name,oblast_name,source_group,feature_kind,geom_kind,source_layer,source_package,event_date,feature_count,feature_area_km2,event_year
UA6510,Khersonskyi,Khersonska,damage,damage,point,WV3_20230607_DamageStructure_AntonivkaCity_Dachicity,FL20230606UKR_SHP.zip,2023-06-07,2025,0.0,2023
UA6508,Skadovskyi,Khersonska,damage,damage,point,WV3_20230607_DamageStructure_Kardashynka_Kokhany,FL20230606UKR_SHP.zip,2023-06-07,8728,0.0,2023
UA6510,Khersonskyi,Khersonska,damage,damage,point,WV3_20230607_DamageStructure_Kherson,FL20230606UKR_SHP.zip,2023-06-07,4302,0.0,2023
UA6510,Khersonskyi,Khersonska,damage,damage,point,WV3_20230607_DamageStructure_OleshkyCity_Boundary,FL20230606UKR_SHP.zip,2023-06-27,8016,0.0,2023
UA6510,Khersonskyi,Khersonska,damage,damage,point,WV3_20230607_DamageStructure_Solontsi_PidlisneVillages,FL20230606UKR_SHP.zip,2023-06-07,1083,0.0,2023
UA6508,Skadovskyi,Khersonska,other,other,point,WV3_20230608_AffectedHarbour_HolaPrystan,FL20230606UKR_SHP.zip,2023-06-08,3,0.0,2023
UA6508,Skadovskyi,Khersonska,other,other,polygon,WV3_20230608_AreaOfInterest_HolaPrystan,FL20230606UKR_SHP.zip,2023-06-08,1,10.337126081119,2023
UA6508,Skadovskyi,Khersonska,damage,damage,point,WV3_20230608_DamageStructure_HolaPrystan,FL20230606UKR_SHP.zip,2023-06-08,7503,0.0,2023
UA6508,Skadovskyi,Khersonska,damage,damage,point,WV3_20230617_DamageStructure_HolaPrystan,FL20230606UKR_SHP.zip,2023-06-17,1698,0.0,2023
UA6510,Khersonskyi,Khersonska,damage,damage,point,WV3_20230617_DamageStructure_Kherson,FL20230606UKR_SHP.zip,2023-06-17,861,0.0,2023
UA6510,Khersonskyi,Khersonska,damage,damage,point,WV3_20230617_DamageStructure_Oleshky,FL20230606UKR_SHP.zip,2023-06-17,1463,0.0,2023
UA6508,Skadovskyi,Khersonska,flood,flood,polygon,WV3_20230617_FloodExtent_HolaPrystan,FL20230606UKR_SHP.zip,2023-06-21,1,3.0579243087688406,2023
UA6510,Khersonskyi,Khersonska,flood,flood,polygon,WV3_20230617_FloodExtent_Kherson,FL20230606UKR_SHP.zip,2023-06-17,1,1.5329882496926244,2023
UA6510,Khersonskyi,Khersonska,flood,flood,polygon,WV3_20230617_FloodExtent_Oleshky,FL20230606UKR_SHP.zip,2023-06-17,1,3.315417695470118,2023
UA6510,Khersonskyi,Khersonska,flood,flood,polygon,WV3_20230617_WaterExtent_Kherson,FL20230606UKR_SHP.zip,2023-06-17,1,5.052052496919792,2023
UA6510,Khersonskyi,Khersonska,flood,flood,polygon,WV3_20230617_WaterExtent_Oleshky,FL20230606UKR_SHP.zip,2023-06-17,1,3.315417695470118,2023
UA6312,Kharkivskyi,Kharkivska,damage,damage,point,Kharkiv_CDA_20220615,_static_unosat_filesystem_3455_Kharkiv_CDA_20220615.zip,2022-04-24,894,0.0,2022
UA5302,Kremenchutskyi,Poltavska,damage,damage,point,Kremenchuk_CDA_20220629,Kremenchuk_CDA_20220629.zip,2022-06-29,26,0.0,2022
UA1414,Mariupolskyi,Donetska,damage,damage,point,UNOSAT_Mariupol_Livoberezhyny_DA_12May2022,UNOSAT_LivoberezhnyiDistrict_DamageAssessment_12May2022_shp.zip,2022-03-14,5660,0.0,2022
