latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
48.4565,38.77526,300.11,0.59,0.7,2024-01-01,0046,N,VIIRS,n,2,270.17,2.56,N,0
48.45916,38.76776,323.04,0.59,0.7,2024-01-01,0046,N,VIIRS,n,2,270.37,2.56,N,2
48.52818,34.65273,313.22,0.4,0.6,2024-01-01,0046,N,VIIRS,n,2,273.4,4.54,N,3
48.53128,34.64263,367,0.4,0.6,2024-01-01,0046,N,VIIRS,h,2,273.34,6.39,N,3
48.53633,34.64633,310.02,0.4,0.6,2024-01-01,0046,N,VIIRS,n,2,271.93,6.39,N,3
47.42813,35.30114,300.28,0.46,0.64,2024-01-01,0047,N,VIIRS,n,2,270.14,0.75,N,0
47.87023,35.16149,302.79,0.44,0.62,2024-01-01,0047,N,VIIRS,n,2,273.7,2.13,N,3
47.8772,35.15986,301.56,0.44,0.62,2024-01-01,0047,N,VIIRS,n,2,271.9,0.77,N,2
44.77109,33.85927,299.11,0.48,0.65,2024-01-01,0047,N,VIIRS,n,2,272.69,0.88,N,2
44.77377,33.86025,298.34,0.48,0.65,2024-01-01,0047,N,VIIRS,n,2,272.71,0.82,N,2
47.15633,30.78158,301.8,0.6,0.53,2024-01-01,0047,N,VIIRS,n,2,268.68,1,N,0
47.86502,33.44139,303.88,0.37,0.58,2024-01-01,0047,N,VIIRS,n,2,270.31,1.12,N,2
48.06039,37.95761,327.82,0.46,0.39,2024-01-01,1033,N,VIIRS,n,2,280.15,3.04,D,2
47.27897,34.59097,339.04,0.42,0.45,2024-01-03,0955,N,VIIRS,n,2,275.83,5.5,D,0
47.86938,35.16251,329.12,0.39,0.44,2024-01-03,0956,N,VIIRS,n,2,275.06,3.22,D,2
47.87709,35.15862,338.36,0.39,0.44,2024-01-03,0956,N,VIIRS,n,2,278.37,18.08,D,2
48.22212,38.24298,297.22,0.38,0.36,2024-01-04,2331,N,VIIRS,n,2,267.45,0.57,N,2
48.21478,38.24578,305.65,0.38,0.36,2024-01-04,2331,N,VIIRS,n,2,270.06,1.52,N,2
48.21151,38.24462,307.38,0.38,0.36,2024-01-04,2331,N,VIIRS,n,2,268.25,1.26,N,2
47.85981,33.45248,345.66,0.57,0.69,2024-01-05,0918,N,VIIRS,n,2,277.19,17.9,D,0
47.8574,33.44548,352.31,0.57,0.69,2024-01-05,0918,N,VIIRS,n,2,279.75,17.9,D,0
45.45697,29.16095,330.67,0.39,0.36,2024-01-05,1058,N,VIIRS,n,2,286.32,4.26,D,0
46.11396,29.35522,329.33,0.4,0.37,2024-01-05,1058,N,VIIRS,n,2,284.92,3.04,D,0
47.88156,33.40086,311.63,0.47,0.48,2024-01-05,2313,N,VIIRS,n,2,272.56,1.48,N,3
48.21265,38.24585,325.73,0.46,0.39,2024-01-05,2313,N,VIIRS,n,2,270.66,3.2,N,2
48.06046,37.9544,296.67,0.47,0.4,2024-01-05,2313,N,VIIRS,n,2,274.99,1.3,N,2
44.77125,33.86221,298.89,0.42,0.45,2024-01-05,2314,N,VIIRS,n,2,273.96,0.88,N,2
48.45791,38.77077,327,0.68,0.74,2024-01-06,0052,N,VIIRS,n,2,270.67,3.6,N,2
48.08484,22.96614,326.1,0.41,0.37,2024-01-09,1124,N,VIIRS,n,2,275.46,2.13,D,0
48.04025,37.70776,325.03,0.39,0.36,2024-01-09,2338,N,VIIRS,n,2,256.2,1.66,N,0
47.86755,33.42888,367,0.55,0.68,2024-01-12,2241,N,VIIRS,h,2,262.94,7.51,N,2
47.87797,35.15281,345.82,0.46,0.63,2024-01-12,2241,N,VIIRS,n,2,260.38,6.19,N,0
49.99803,34.26872,320.47,0.51,0.66,2024-01-12,2241,N,VIIRS,n,2,251.08,3.78,N,0
48.46124,38.77526,350.81,0.32,0.55,2024-01-13,0021,N,VIIRS,n,2,262.12,4.07,N,2
48.47998,38.78794,325.8,0.32,0.55,2024-01-13,0021,N,VIIRS,n,2,260.31,1.73,N,2
47.39142,34.92088,309.09,0.38,0.36,2024-01-14,2344,N,VIIRS,n,2,266.46,1.06,N,0
48.06059,37.95145,299.44,0.53,0.42,2024-01-16,2306,N,VIIRS,n,2,269.45,1.33,N,2
47.8787,35.15794,337.06,0.47,0.47,2024-01-16,2306,N,VIIRS,n,2,269.99,5.53,N,2
47.88081,35.19032,297.18,0.46,0.47,2024-01-16,2306,N,VIIRS,n,2,268.62,1.11,N,2
48.09875,37.92216,299.94,0.54,0.42,2024-01-16,2306,N,VIIRS,n,2,267.31,1.16,N,2
48.52188,34.62956,302.05,0.5,0.49,2024-01-16,2306,N,VIIRS,n,2,269.05,1.33,N,2
48.53002,34.64475,300.79,0.5,0.49,2024-01-16,2306,N,VIIRS,n,2,266.86,2.4,N,3
48.53456,34.6454,333.15,0.5,0.49,2024-01-16,2306,N,VIIRS,n,2,270.75,4.4,N,3
48.46054,38.76854,326.96,0.5,0.41,2024-01-16,2306,N,VIIRS,n,2,270.21,6.8,N,2
48.46574,38.75576,296.64,0.5,0.41,2024-01-16,2306,N,VIIRS,n,2,271.14,1.78,N,2
47.86594,33.431,337.62,0.56,0.51,2024-01-16,2307,N,VIIRS,n,2,271.81,7.13,N,2
47.87747,35.19036,295.91,0.46,0.47,2024-01-16,2307,N,VIIRS,n,2,267.96,0.53,N,2
47.87601,35.15173,295.77,0.47,0.47,2024-01-16,2307,N,VIIRS,n,2,268.44,12.74,N,2
47.87552,35.15807,332.3,0.46,0.47,2024-01-16,2307,N,VIIRS,n,2,276.35,12.74,N,2
48.52879,34.65216,301.24,0.4,0.6,2024-01-17,0047,N,VIIRS,n,2,268.15,1.66,N,3
47.86827,33.43374,343.83,0.37,0.58,2024-01-17,0047,N,VIIRS,n,2,271.7,2.84,N,2
47.86965,33.42906,309.82,0.37,0.58,2024-01-17,0047,N,VIIRS,n,2,268.81,5.36,N,2
47.86329,33.43043,325.56,0.37,0.58,2024-01-17,0047,N,VIIRS,n,2,266.79,2.84,N,0
47.86941,33.38953,295.94,0.37,0.58,2024-01-17,0047,N,VIIRS,n,2,267.72,0.63,N,0
47.87116,33.39145,298.52,0.37,0.58,2024-01-17,0047,N,VIIRS,n,2,268.72,0.74,N,0
47.86486,33.4322,343.95,0.37,0.58,2024-01-17,0047,N,VIIRS,n,2,269.01,3.55,N,2
47.86626,33.42755,320.07,0.37,0.58,2024-01-17,0047,N,VIIRS,n,2,268.74,3.55,N,0
47.87125,33.43084,300.49,0.37,0.58,2024-01-17,0047,N,VIIRS,n,2,267.87,0.69,N,0
47.86754,33.43362,330.02,0.38,0.36,2024-01-17,1033,N,VIIRS,n,2,284.47,17.42,D,2
49.00931,35.25528,349.08,0.39,0.59,2024-01-17,2247,N,VIIRS,n,2,261.72,12.5,N,0
49.00948,35.24987,367,0.39,0.59,2024-01-17,2247,N,VIIRS,h,2,264.79,12.5,N,0
47.86967,33.42971,319.6,0.46,0.39,2024-01-20,2332,N,VIIRS,n,2,267.74,9.47,N,2
47.86895,33.43586,296.87,0.46,0.39,2024-01-20,2332,N,VIIRS,n,2,267.96,2.89,N,2
47.86607,33.42878,337.34,0.46,0.39,2024-01-20,2332,N,VIIRS,n,2,275.65,9.47,N,2
48.53014,34.64929,298.23,0.43,0.38,2024-01-20,2332,N,VIIRS,n,2,267.97,1.39,N,2
48.52186,34.62886,301.59,0.43,0.38,2024-01-20,2332,N,VIIRS,n,2,270.89,2.07,N,2
48.47205,34.62684,295.92,0.43,0.38,2024-01-20,2332,N,VIIRS,n,2,267.69,0.65,N,2
47.87615,33.40605,303.46,0.46,0.39,2024-01-20,2332,N,VIIRS,n,2,269.1,1.66,N,3
47.87543,33.41219,296.29,0.46,0.39,2024-01-20,2332,N,VIIRS,n,2,270.54,1.39,N,3
48.4606,38.77296,334.06,0.33,0.55,2024-01-21,0918,N,VIIRS,n,2,272.15,2.47,D,2
48.4578,38.77406,331.15,0.33,0.55,2024-01-21,0918,N,VIIRS,n,2,272.63,2.08,D,2
48.46098,38.77158,347.23,0.45,0.39,2024-01-21,2313,N,VIIRS,n,2,268.49,10.96,N,2
49.99737,34.27316,321.29,0.4,0.6,2024-01-22,0052,N,VIIRS,n,2,256.93,2.45,N,0
47.87569,35.15599,310.36,0.51,0.66,2024-01-22,0053,N,VIIRS,n,2,266.49,1.54,N,2
47.86803,35.15807,303.22,0.51,0.66,2024-01-22,0053,N,VIIRS,n,2,267.64,1.54,N,3
48.47139,34.97069,325.22,0.43,0.38,2024-01-22,1040,N,VIIRS,n,2,272.35,3.04,D,2
48.49329,38.8086,334.06,0.41,0.37,2024-01-23,1021,N,VIIRS,n,2,272.67,2.73,D,2
48.28609,38.09066,327.85,0.4,0.37,2024-01-23,1021,N,VIIRS,n,2,270.59,2.7,D,2
48.46098,38.77447,349.31,0.33,0.55,2024-01-29,0021,N,VIIRS,n,2,258.54,5.24,N,2
48.46221,38.77019,342.32,0.33,0.55,2024-01-29,0021,N,VIIRS,n,2,258.92,5.24,N,2
47.87555,33.41675,297.29,0.4,0.45,2024-01-29,0022,N,VIIRS,n,2,273.76,1.03,N,3
47.86794,33.43033,323.9,0.4,0.45,2024-01-29,0022,N,VIIRS,n,2,274.3,2.58,N,2
47.86457,33.43189,320.86,0.41,0.45,2024-01-29,0022,N,VIIRS,n,2,273.08,1.69,N,2
47.86722,33.43249,306.68,0.42,0.38,2024-01-30,0003,N,VIIRS,n,2,272.98,1.08,N,2
47.8737,33.41737,299.93,0.42,0.38,2024-01-30,0003,N,VIIRS,n,2,273.74,2.2,N,3
47.87267,33.42288,322.51,0.42,0.38,2024-01-30,0003,N,VIIRS,n,2,270.04,1.34,N,2
48.53265,34.64381,327.53,0.44,0.39,2024-01-30,0003,N,VIIRS,n,2,273.73,5.44,N,3
48.52691,34.65398,308.87,0.44,0.39,2024-01-30,0003,N,VIIRS,n,2,272.51,1.62,N,3
48.52002,34.63178,330.9,0.44,0.39,2024-01-30,0003,N,VIIRS,n,2,272.08,2.85,N,2
47.88121,33.39675,306.77,0.42,0.38,2024-01-30,0003,N,VIIRS,n,2,271.92,0.89,N,2
48.47186,34.6288,329.71,0.44,0.39,2024-01-30,0003,N,VIIRS,n,2,272.29,3.62,N,2
46.74793,32.80235,312.99,0.42,0.38,2024-01-30,0003,N,VIIRS,n,2,269.31,1.16,N,0
48.15184,25.70757,308.72,0.45,0.39,2024-01-30,0003,N,VIIRS,n,2,268.59,1.37,N,0
47.85735,33.44621,330.95,0.42,0.38,2024-01-30,0003,N,VIIRS,n,2,272.82,13.31,N,2
47.86073,33.44761,343.18,0.42,0.38,2024-01-30,0003,N,VIIRS,n,2,272.16,13.31,N,2
48.46012,38.77396,330.26,0.48,0.4,2024-01-30,0949,N,VIIRS,n,2,277.84,14.98,D,2
48.10035,37.92505,296.15,0.4,0.37,2024-01-31,2325,N,VIIRS,n,2,269.92,0.61,N,2
48.09702,37.92401,298,0.4,0.37,2024-01-31,2325,N,VIIRS,n,2,268.46,1.11,N,2
48.06061,37.95545,295.64,0.39,0.37,2024-01-31,2325,N,VIIRS,n,2,273.01,0.97,N,2
47.87771,35.1921,303.5,0.45,0.39,2024-01-31,2325,N,VIIRS,n,2,270.45,1.73,N,2
47.87489,35.1538,297.47,0.45,0.39,2024-01-31,2325,N,VIIRS,n,2,271.24,1.26,N,2
47.87059,35.15898,299.44,0.45,0.39,2024-01-31,2325,N,VIIRS,n,2,273.19,1.38,N,3
47.8613,35.14402,302.86,0.45,0.39,2024-01-31,2325,N,VIIRS,n,2,274.35,1.44,N,3
48.2241,38.23483,299.08,0.39,0.36,2024-01-31,2325,N,VIIRS,n,2,271.86,0.81,N,3
48.45834,38.77029,332.68,0.39,0.36,2024-01-31,2325,N,VIIRS,n,2,267.82,4,N,2
48.46394,38.7558,295.13,0.39,0.36,2024-01-31,2325,N,VIIRS,n,2,274.37,1.22,N,2
48.46164,38.77139,333,0.39,0.36,2024-01-31,2325,N,VIIRS,n,2,274.07,4.5,N,2
48.46646,38.76209,311.6,0.39,0.36,2024-01-31,2325,N,VIIRS,n,2,273.58,1.22,N,2
48.47887,38.77167,301.54,0.39,0.36,2024-01-31,2325,N,VIIRS,n,2,272.08,1.1,N,3
48.48315,38.78946,304.38,0.39,0.36,2024-01-31,2325,N,VIIRS,n,2,275.02,1.37,N,2
48.48392,38.78426,307.96,0.39,0.36,2024-01-31,2325,N,VIIRS,n,2,272.31,1.37,N,2
48.49319,38.80521,316.87,0.39,0.36,2024-01-31,2325,N,VIIRS,n,2,271.02,2.71,N,2
48.49648,38.8063,326.92,0.39,0.36,2024-01-31,2325,N,VIIRS,n,2,274.92,4.4,N,2
50.04521,34.83683,302.46,0.49,0.4,2024-01-31,2325,N,VIIRS,n,2,263.39,0.55,N,0
47.16335,33.21419,336.35,0.46,0.39,2024-02-01,1052,N,VIIRS,n,2,281.46,3.42,D,0
47.86477,33.42813,304.88,0.56,0.51,2024-02-01,2307,N,VIIRS,n,2,273.54,1.44,N,2
50.72322,24.44765,309.3,0.44,0.38,2024-02-02,0047,N,VIIRS,n,2,271.46,0.95,N,0
50.72439,24.44165,295.24,0.44,0.38,2024-02-02,0047,N,VIIRS,n,2,271.24,1.14,N,0
46.31041,32.88239,327.58,0.39,0.36,2024-02-02,1033,N,VIIRS,n,2,275.56,2.46,D,0
48.48224,38.78292,301.47,0.53,0.5,2024-02-02,2247,N,VIIRS,n,2,269.95,1.56,N,2
48.45932,38.77248,298.09,0.53,0.5,2024-02-02,2247,N,VIIRS,n,2,266.27,1.1,N,2
47.87242,35.15805,299.95,0.38,0.59,2024-02-02,2248,N,VIIRS,n,2,270.9,2.12,N,2
47.86689,35.15763,296,0.38,0.59,2024-02-02,2248,N,VIIRS,n,2,270.81,0.96,N,3
47.86188,35.14116,308.58,0.39,0.59,2024-02-02,2248,N,VIIRS,n,2,272.54,1.56,N,3
47.87812,35.15305,328.81,0.38,0.59,2024-02-02,2248,N,VIIRS,n,2,270.43,2.12,N,2
47.87794,35.1584,319.65,0.38,0.59,2024-02-02,2248,N,VIIRS,n,2,270.06,2.12,N,2
47.8626,35.1402,303.29,0.39,0.59,2024-02-02,2248,N,VIIRS,n,2,273.05,1.44,N,3
48.45932,38.77477,306.63,0.38,0.59,2024-02-03,0028,N,VIIRS,n,2,269.74,1.36,N,2
48.21265,38.24516,295.12,0.37,0.58,2024-02-03,0028,N,VIIRS,n,2,268.52,0.5,N,2
48.47272,34.96943,295.86,0.39,0.36,2024-02-04,2350,N,VIIRS,n,2,273.74,1.26,N,2
48.52637,34.65325,310.7,0.39,0.36,2024-02-04,2350,N,VIIRS,n,2,274.72,1.14,N,3
48.52003,34.62884,304.86,0.39,0.36,2024-02-04,2350,N,VIIRS,n,2,274.45,1.14,N,2
48.53378,34.65057,327.77,0.39,0.36,2024-02-04,2350,N,VIIRS,n,2,279.01,4.8,N,3
48.47263,34.63145,306.35,0.39,0.36,2024-02-04,2350,N,VIIRS,n,2,275.35,1.62,N,2
48.53051,34.64932,327.56,0.39,0.36,2024-02-04,2350,N,VIIRS,n,2,272.92,4.8,N,2
48.52917,34.61581,298.95,0.39,0.36,2024-02-04,2350,N,VIIRS,n,2,272.03,1.09,N,3
47.86605,35.14804,335.02,0.4,0.37,2024-02-04,2351,N,VIIRS,n,2,277.95,2.85,N,3
47.87503,35.15708,316.72,0.4,0.37,2024-02-04,2351,N,VIIRS,n,2,275.46,1.59,N,2
47.87794,35.18733,326.98,0.4,0.37,2024-02-04,2351,N,VIIRS,n,2,273.15,6.56,N,2
47.88124,35.18861,327.07,0.4,0.37,2024-02-04,2351,N,VIIRS,n,2,274.45,4.95,N,2
47.86275,35.14677,311.24,0.4,0.37,2024-02-04,2351,N,VIIRS,n,2,274.18,2.85,N,3
47.87083,35.161,300.66,0.4,0.37,2024-02-04,2351,N,VIIRS,n,2,274.64,1,N,3
45.41576,29.14384,327.96,0.53,0.42,2024-02-05,1117,N,VIIRS,n,2,285.76,3.68,D,0
45.45662,29.39664,341.64,0.54,0.42,2024-02-05,1117,N,VIIRS,n,2,284.94,11.84,D,0
45.45338,29.40441,346.51,0.54,0.42,2024-02-05,1117,N,VIIRS,n,2,288.83,11.84,D,0
45.45404,29.41142,344.09,0.54,0.42,2024-02-05,1117,N,VIIRS,n,2,286.32,15.29,D,0
45.41646,29.14396,329.13,0.53,0.42,2024-02-05,1117,N,VIIRS,n,2,285.47,3.22,D,0
45.45393,29.40385,340,0.54,0.42,2024-02-05,1117,N,VIIRS,n,2,287.05,14.55,D,0
45.45462,29.41085,349.37,0.54,0.42,2024-02-05,1117,N,VIIRS,n,2,286.77,14.55,D,0
45.45029,29.44741,325.91,0.55,0.42,2024-02-05,1117,N,VIIRS,n,2,281.8,3.16,D,0
45.37611,28.9863,341.16,0.52,0.42,2024-02-05,1117,N,VIIRS,n,2,284.79,8.92,D,0
45.46053,29.39588,340.13,0.54,0.42,2024-02-05,1117,N,VIIRS,n,2,284.62,5.35,D,0
45.46444,29.39512,329.17,0.54,0.42,2024-02-05,1117,N,VIIRS,n,2,282.37,5.35,D,0
45.46251,29.21163,335.29,0.53,0.42,2024-02-05,1117,N,VIIRS,n,2,292.06,38.79,D,0
45.46184,29.20476,331.58,0.53,0.42,2024-02-05,1117,N,VIIRS,n,2,285.22,10,D,0
46.09044,29.39977,341.25,0.55,0.43,2024-02-05,1117,N,VIIRS,n,2,287.14,9.68,D,0
46.089,29.39944,345.36,0.55,0.43,2024-02-05,1117,N,VIIRS,n,2,287.75,12.1,D,0
50.01543,34.07196,298.73,0.46,0.39,2024-02-05,2331,N,VIIRS,n,2,270.91,0.61,N,0
47.86703,33.43304,298.67,0.46,0.39,2024-02-05,2332,N,VIIRS,n,2,274.74,0.74,N,2
47.87712,33.4103,295.29,0.46,0.39,2024-02-05,2332,N,VIIRS,n,2,272.96,0.79,N,3
47.8764,33.41645,300.66,0.46,0.39,2024-02-05,2332,N,VIIRS,n,2,275.99,0.79,N,3
48.47255,34.63079,306.21,0.43,0.38,2024-02-05,2332,N,VIIRS,n,2,274.53,1.1,N,2
47.87784,33.40415,299.29,0.46,0.39,2024-02-05,2332,N,VIIRS,n,2,273.12,1.33,N,3
47.86826,33.42476,297.61,0.67,0.74,2024-02-06,0112,N,VIIRS,n,2,270.98,2.75,N,2
47.86755,33.43097,333.63,0.67,0.74,2024-02-06,0112,N,VIIRS,n,2,271.87,4.08,N,2
47.86523,33.43296,321.51,0.67,0.74,2024-02-06,0112,N,VIIRS,n,2,270.8,2.75,N,2
45.47887,29.40419,348.15,0.39,0.36,2024-02-06,1058,N,VIIRS,n,2,275.91,7.31,D,0
47.87623,35.15589,301.93,0.4,0.44,2024-02-06,2313,N,VIIRS,n,2,261.04,0.62,N,2
47.89014,35.53302,334.6,0.44,0.38,2024-02-07,1039,N,VIIRS,n,2,279.43,6.39,D,0
47.89366,35.5321,333.61,0.44,0.38,2024-02-07,1039,N,VIIRS,n,2,277.1,6.41,D,0
47.34692,38.01541,336.01,0.52,0.42,2024-02-07,1039,N,VIIRS,n,2,285.08,4.39,D,0
46.72581,33.05815,330.88,0.39,0.36,2024-02-07,1039,N,VIIRS,n,2,287.93,5.95,D,0
46.6083,34.56528,343.67,0.41,0.37,2024-02-07,1039,N,VIIRS,n,2,287.47,4.71,D,0
46.52132,33.94106,340.65,0.4,0.37,2024-02-07,1039,N,VIIRS,n,2,286.89,4.23,D,0
46.51798,33.94202,325.46,0.4,0.37,2024-02-07,1039,N,VIIRS,n,2,287.86,4.23,D,0
46.51728,33.93688,367,0.4,0.37,2024-02-07,1039,N,VIIRS,h,2,292.55,13.97,D,0
46.4574,33.60399,328.03,0.39,0.36,2024-02-07,1039,N,VIIRS,n,2,289.05,3.68,D,0
46.45811,33.60906,329.09,0.39,0.36,2024-02-07,1039,N,VIIRS,n,2,288.51,3.93,D,0
46.45623,33.60696,333.24,0.39,0.36,2024-02-07,1039,N,VIIRS,n,2,290.28,4.49,D,0
45.53632,35.00652,344.5,0.41,0.37,2024-02-07,1039,N,VIIRS,n,2,283.54,5.53,D,0
47.89211,35.53029,339.12,0.44,0.38,2024-02-07,1040,N,VIIRS,n,2,281.79,13.41,D,0
48.53687,24.90462,329.39,0.52,0.42,2024-02-07,1040,N,VIIRS,n,2,281.12,3.83,D,0
48.37294,26.14263,325.82,0.72,0.76,2024-02-07,1221,N,VIIRS,n,2,279.54,3.83,D,0
45.46629,29.42866,339,0.41,0.45,2024-02-08,1020,N,VIIRS,n,2,291.2,4.84,D,0
45.45411,29.12424,335.69,0.43,0.46,2024-02-08,1020,N,VIIRS,n,2,286.32,6.56,D,0
45.45532,29.12951,348.19,0.43,0.46,2024-02-08,1020,N,VIIRS,n,2,287.21,8.19,D,0
45.44764,29.11557,342.64,0.43,0.46,2024-02-08,1020,N,VIIRS,n,2,286.96,5.55,D,0
45.44886,29.12085,346.96,0.43,0.46,2024-02-08,1020,N,VIIRS,n,2,288.83,11.75,D,0
45.4436,29.11745,339.76,0.43,0.46,2024-02-08,1020,N,VIIRS,n,2,290.45,5.55,D,0
45.44482,29.12272,351.5,0.43,0.46,2024-02-08,1020,N,VIIRS,n,2,291.28,11.75,D,0
45.44078,29.12459,337.48,0.43,0.46,2024-02-08,1020,N,VIIRS,n,2,291.29,3.03,D,0
45.49002,29.37812,341.21,0.41,0.45,2024-02-08,1020,N,VIIRS,n,2,289.25,5.03,D,0
45.25708,28.67801,329.84,0.45,0.47,2024-02-08,1020,N,VIIRS,n,2,288.03,1.29,D,0
45.45949,29.43742,339.65,0.41,0.45,2024-02-08,1020,N,VIIRS,n,2,292.19,12.08,D,0
45.45832,29.43231,340.94,0.41,0.45,2024-02-08,1020,N,VIIRS,n,2,291.05,8.42,D,0
45.46605,29.38914,350.48,0.41,0.45,2024-02-08,1020,N,VIIRS,n,2,291.31,5.97,D,0
45.4552,29.13288,350.67,0.59,0.7,2024-02-08,1201,N,VIIRS,n,2,288.08,8.38,D,0
44.77343,33.86161,303.39,0.43,0.38,2024-02-09,2358,N,VIIRS,n,2,277.46,0.93,N,2
45.42794,29.08606,330.78,0.41,0.45,2024-02-10,1123,N,VIIRS,n,2,288.15,3.37,D,0
46.78873,33.63285,318,0.4,0.37,2024-02-10,2338,N,VIIRS,n,2,273.21,1.4,N,0
44.7737,33.86032,296.85,0.39,0.36,2024-02-10,2339,N,VIIRS,n,2,273.34,0.7,N,2
45.43639,29.21256,332.45,0.42,0.38,2024-02-11,1104,N,VIIRS,n,2,272.45,3.79,D,0
45.32464,28.39229,330.98,0.41,0.37,2024-02-12,1045,N,VIIRS,n,2,290.86,4.13,D,0
45.45134,29.39445,330.81,0.39,0.36,2024-02-12,1045,N,VIIRS,n,2,290.95,13.09,D,0
45.46616,29.3579,340.19,0.39,0.36,2024-02-12,1045,N,VIIRS,n,2,288.1,3.69,D,0
45.42419,29.12958,329.87,0.4,0.37,2024-02-12,1045,N,VIIRS,n,2,288.56,2.93,D,0
45.44715,29.3486,337.19,0.39,0.36,2024-02-12,1045,N,VIIRS,n,2,289,3.75,D,0
45.45051,29.38948,294.12,0.39,0.36,2024-02-12,1045,N,VIIRS,l,2,294.29,13.09,D,0
45.44384,29.34973,328.48,0.39,0.36,2024-02-12,1045,N,VIIRS,n,2,287.97,2.07,D,0
45.33075,28.40653,332.53,0.41,0.37,2024-02-12,1045,N,VIIRS,n,2,291.51,2.84,D,0
45.46699,29.36288,329.99,0.39,0.36,2024-02-12,1045,N,VIIRS,n,2,289.17,3.88,D,0
45.32556,28.39744,329.03,0.41,0.37,2024-02-12,1045,N,VIIRS,n,2,287.45,2.85,D,0
45.46802,29.35978,337.43,0.39,0.36,2024-02-12,1045,N,VIIRS,n,2,289.24,7.66,D,0
45.92859,28.82659,327.3,0.4,0.37,2024-02-12,1046,N,VIIRS,n,2,289.65,2.16,D,0
45.33358,28.39586,300.24,0.55,0.68,2024-02-12,2301,N,VIIRS,n,2,272.25,1.82,N,3
45.32633,28.3973,306.51,0.55,0.68,2024-02-12,2301,N,VIIRS,n,2,273.27,2.6,N,0
45.33274,28.39746,319.64,0.55,0.68,2024-02-12,2301,N,VIIRS,n,2,272.77,2.6,N,0
45.3271,28.40301,305.8,0.55,0.68,2024-02-12,2301,N,VIIRS,n,2,271.94,1.82,N,3
45.32716,28.39568,312.55,0.55,0.68,2024-02-12,2301,N,VIIRS,n,2,272.86,1.82,N,0
45.67498,33.6051,327.41,0.4,0.37,2024-02-13,1026,N,VIIRS,n,2,292.09,3.26,D,0
45.10335,33.5923,339.22,0.4,0.37,2024-02-13,1026,N,VIIRS,n,2,274.81,5.41,D,0
45.67253,33.61132,332.38,0.4,0.37,2024-02-13,1026,N,VIIRS,n,2,291.01,4.26,D,0
45.67166,33.60627,329.92,0.4,0.37,2024-02-13,1026,N,VIIRS,n,2,293.31,4.26,D,0
47.17344,38.14111,340.7,0.39,0.36,2024-02-14,1008,N,VIIRS,n,2,284.68,3.31,D,0
48.49474,38.80865,333.75,0.38,0.36,2024-02-14,1008,N,VIIRS,n,2,283.74,4.05,D,2
48.46209,38.77691,331.67,0.38,0.36,2024-02-14,1008,N,VIIRS,n,2,282.51,2.75,D,2
47.01667,36.06255,329.63,0.44,0.38,2024-02-14,1008,N,VIIRS,n,2,268.33,3.63,D,0
47.01774,36.06815,330.65,0.44,0.38,2024-02-14,1008,N,VIIRS,n,2,269.37,3.63,D,0
48.46363,38.75607,327.16,0.48,0.4,2024-02-15,0949,N,VIIRS,n,2,271.25,3.75,D,2
48.5182,22.61031,347.64,0.44,0.38,2024-02-15,1130,N,VIIRS,n,2,285.74,14.51,D,0
48.5281,34.64916,299.33,0.38,0.36,2024-02-15,2344,N,VIIRS,n,2,270.91,0.83,N,3
47.86691,33.43167,326.76,0.39,0.36,2024-02-15,2344,N,VIIRS,n,2,275.97,2.29,N,2
48.52065,34.63029,330.21,0.38,0.36,2024-02-15,2344,N,VIIRS,n,2,273.48,2.62,N,2
48.52973,34.65179,297.33,0.38,0.36,2024-02-15,2344,N,VIIRS,n,2,271.22,1.14,N,3
48.22477,38.23579,295.9,0.42,0.38,2024-02-15,2344,N,VIIRS,n,2,268.77,1.18,N,3
48.2227,38.24688,322.59,0.42,0.38,2024-02-15,2344,N,VIIRS,n,2,268.95,1.58,N,2
48.52732,34.65431,299.33,0.38,0.36,2024-02-15,2344,N,VIIRS,n,2,272.31,1.19,N,3
48.47242,34.62992,308.08,0.38,0.36,2024-02-15,2344,N,VIIRS,n,2,273.33,1.39,N,2
48.53458,34.6426,331.11,0.38,0.36,2024-02-15,2344,N,VIIRS,n,2,275.16,5.82,N,3
48.05972,37.9527,303.99,0.41,0.37,2024-02-15,2344,N,VIIRS,n,2,271.43,1.16,N,2
48.10015,37.92358,301.29,0.41,0.37,2024-02-15,2344,N,VIIRS,n,2,269.17,0.73,N,2
48.17062,37.69694,299.94,0.41,0.37,2024-02-15,2344,N,VIIRS,n,2,268.96,0.86,N,0
48.21597,38.24407,298.43,0.42,0.38,2024-02-15,2344,N,VIIRS,n,2,269.59,0.89,N,2
48.22374,38.24134,299.45,0.42,0.38,2024-02-15,2344,N,VIIRS,n,2,267.75,1.18,N,2
50.02964,23.67149,348.31,0.39,0.36,2024-02-16,1112,N,VIIRS,n,2,288.77,9.37,D,0
50.02714,23.67799,330.38,0.39,0.36,2024-02-16,1112,N,VIIRS,n,2,285.75,2.8,D,0
48.85522,22.62152,326.19,0.39,0.36,2024-02-16,1112,N,VIIRS,n,2,287,2.15,D,0
49.83886,23.1662,325.85,0.38,0.36,2024-02-16,1112,N,VIIRS,n,2,283.13,5.93,D,0
48.52588,34.65168,296.11,0.48,0.4,2024-02-16,2325,N,VIIRS,n,2,270.69,1.71,N,3
