raion_id,raion_name,week_start,ntl_week_mean,ntl_week_median,ntl_week_std_mean,ntl_high_quality_share,ntl_latest_hq_share,ntl_obs_days,ntl_valid_pixels_sum,ntl_change_vs_prev_week,ntl_change_vs_rolling4,ntl_pct_change_vs_prev_week
UA0102,Bakhchysaraiskyi,2024-01-01,2.641376793877754,2.588657292564466,17.346635479427494,0.4033224300782829,0.5966775699217172,7,108836,,,
UA0102,Bakhchysaraiskyi,2024-01-08,2.655956887214154,2.6199899062155865,14.379173656938535,0.44702120621853064,0.5529787937814694,7,108836,0.01458009333639998,0.01458009333639998,0.005519883937117213
UA0102,Bakhchysaraiskyi,2024-01-15,2.6420482965013457,2.496056220323496,14.939315552118211,0.26509610790547244,0.7349038920945274,7,108836,-0.013908590712808255,-0.0066185440446084876,-0.005236753194212066
UA0102,Bakhchysaraiskyi,2024-01-22,2.6239185422626186,2.5090045537893095,15.237089193325355,0.3404663897974935,0.6595336102025066,7,108836,-0.01812975423872709,-0.02254211693513275,-0.006862007126340152
UA0102,Bakhchysaraiskyi,2024-01-29,2.6902724303810217,2.7118756678253257,16.847311172103378,0.3871773432810222,0.6128226567189778,6,93288,0.06635388811840315,0.0494473004170537,0.02528808995007362
UA0102,Bakhchysaraiskyi,2024-02-05,2.615035302829121,2.516216091879793,14.841617913950216,0.3748300194788489,0.6251699805211511,7,108836,-0.0752371275519006,-0.038013736260663844,-0.02796636009879669
UA0102,Bakhchysaraiskyi,2024-02-12,2.462116599493192,2.4894392923429196,13.609535313209577,0.024082105185784113,0.9759178948142159,7,108836,-0.15291870333592916,-0.18070204350033459,-0.058476726172870946
UA0102,Bakhchysaraiskyi,2024-02-19,2.415931825589975,2.4895805184067386,17.31589385268132,0.6006100922488883,0.3993899077511118,7,108836,-0.04618477390321685,-0.18190389315151334,-0.018758158696758568
UA0102,Bakhchysaraiskyi,2024-02-26,2.5312478459155474,2.4962718139517386,16.138894061065532,0.6289095519864751,0.371090448013525,7,108836,0.11531602032557231,-0.014591193657780277,0.047731487744862966
UA0102,Bakhchysaraiskyi,2024-03-04,2.697520332811165,2.605810457274149,15.939099115924327,0.4556948068653754,0.5443051931346246,7,108836,0.1662724868956178,0.19143743935420643,0.06568795195773386
UA0102,Bakhchysaraiskyi,2024-03-11,2.82699360366714,2.767943027315473,15.631113740349011,0.22438347605571685,0.7756165239442832,7,108836,0.12947327085597493,0.30028945271467,0.04799714362895906
UA0102,Bakhchysaraiskyi,2024-03-18,2.6692889439547,2.723529911053707,15.584796318819429,0.30802308059833144,0.6919769194016686,7,108836,-0.15770465971244008,0.05136554195874332,-0.0557852906026627
UA0102,Bakhchysaraiskyi,2024-03-25,2.68491154483777,2.670530397260116,16.225268045427235,0.521472674482708,0.47852732551729205,7,108836,0.015622600883069993,0.003648863250631962,0.00585272003559279
UA0102,Bakhchysaraiskyi,2024-04-01,2.9151193020597495,2.8982576135518894,17.414631236771854,0.8269138887867984,0.17308611121320153,7,108836,0.2302077572219794,0.19544069574205558,0.08574128174337646
UA0102,Bakhchysaraiskyi,2024-04-08,2.794673904249857,2.605908961776931,17.366873446882483,0.988193244882208,0.011806755117791905,7,108836,-0.12044539780989227,0.020595555620017247,-0.04131748492241419
UA0102,Bakhchysaraiskyi,2024-04-15,2.942299273910089,2.74063920506795,14.772260481851559,0.454362527105002,0.545637472894998,7,108836,0.14762536966023188,0.17630085013456975,0.05282382657802692
UA0102,Bakhchysaraiskyi,2024-04-22,2.7964508274731457,2.8441371936696083,12.4354212690057,0.11231577786761733,0.8876842221323827,7,108836,-0.1458484464369434,-0.03780017879122077,-0.049569548458312344
UA0102,Bakhchysaraiskyi,2024-04-29,2.58116629582813,2.595700136730724,15.863400333976978,0.6459994854643684,0.3540005145356316,7,108836,-0.2152845316450156,-0.28096953109508016,-0.07698491585476769
UA0102,Bakhchysaraiskyi,2024-05-06,2.3209404365627933,2.35410976957744,11.764792291076146,0.5992686243522364,0.40073137564776357,7,108836,-0.2602258592653368,-0.45770713880251224,-0.10081716148468733
UA0102,Bakhchysaraiskyi,2024-05-13,1.9759499538061058,1.9633940190596109,8.635355788101766,0.5956668749310889,0.404333125068911,7,108836,-0.3449904827566874,-0.6842642546374338,-0.1486425404641588
UA0102,Bakhchysaraiskyi,2024-05-20,1.8311565232040148,1.6998079379917588,6.079204320629714,0.5530614870079753,0.4469385129920247,7,108836,-0.14479343060209104,-0.587470355213529,-0.07327788354314727
UA0102,Bakhchysaraiskyi,2024-05-27,2.0258341146083927,2.0251939192821147,6.179392833068264,0.24616242174770606,0.7538375782522939,3,46644,0.1946775914043779,-0.15146918774186835,0.10631400917259998
UA0102,Bakhchysaraiskyi,2024-06-03,1.9739585437869607,1.992703288268993,5.272650521612129,0.5604472172197924,0.4395527827802075,6,93288,-0.051875570821432015,-0.06451171325836591,-0.025607018090649497
UA0102,Bakhchysaraiskyi,2024-06-10,1.8223651332493367,1.8488576783349084,5.471536320556583,0.0909441728839722,0.9090558271160278,7,108836,-0.15159341053762398,-0.12935965060203203,-0.07679665361502379
UA0102,Bakhchysaraiskyi,2024-06-17,1.6472622368559333,1.5824304486583147,5.5498567750955905,0.44228931603513544,0.5577106839648646,7,108836,-0.17510289639340337,-0.266066341856243,-0.09608551722079382
UA0102,Bakhchysaraiskyi,2024-06-24,1.6352576133067978,1.5667017307430045,5.70853111876917,0.60312764158918,0.3968723584108199,7,108836,-0.012004623549135562,-0.23209739381835814,-0.007287621412391709
UA0102,Bakhchysaraiskyi,2024-07-01,1.635601707230323,1.7108856958954524,5.171363998937361,0.254244918960638,0.7457550810393619,7,108836,0.00034409392352530155,-0.13410917456943405,0.0002104218446838349
UA0102,Bakhchysaraiskyi,2024-07-08,1.4896158548158704,1.4896158548158704,4.879259521366144,0.28402366863905326,0.7159763313609467,2,31096,-0.1459858524144526,-0.1955058178447271,-0.08925513575163754
UA0102,Bakhchysaraiskyi,2024-07-15,1.6341238513211152,1.4560414787866296,4.4657709289355285,0.7981090815538976,0.2018909184461024,5,77740,0.1445079965052447,0.032189498268883954,0.09701024330404107
UA0102,Bakhchysaraiskyi,2024-07-22,1.8246438373407339,1.8246438373407339,5.310110561840286,0.00196166709544636,0.9980383329045537,3,31096,0.19051998601961873,0.2259940806722074,0.11658846167968967
UA0102,Bakhchysaraiskyi,2024-07-29,1.9333770741019463,1.9095550683677123,5.038434915741047,0.6946981390961323,0.3053018609038676,6,93288,0.10873323676121238,0.2873807614249355,0.05959148549213966
UA0102,Bakhchysaraiskyi,2024-08-05,2.1260276488042806,2.137122358645092,5.089045657444672,0.850564151567496,0.14943584843250396,7,108836,0.19265057470233438,0.40558749440936426,0.09964459457129984
UA0102,Bakhchysaraiskyi,2024-08-12,2.172375799441527,2.156001932652771,5.401643957609161,0.9931548384725641,0.006845161527435775,7,108836,0.04634815063724629,0.29283269654950805,0.021800351779673887
UA0102,Bakhchysaraiskyi,2024-08-19,1.9628367632182997,1.923195385414473,5.090574483402277,0.9057113455106766,0.09428865448932337,7,108836,-0.20953903622322723,-0.05126932670382245,-0.09645616392757432
UA0102,Bakhchysaraiskyi,2024-08-26,2.0524781884559213,2.036067095253562,4.607494808391019,0.8565272520122019,0.14347274798779816,7,108836,0.08964142523762164,0.0038238670644079598,0.04566932254246353
UA0102,Bakhchysaraiskyi,2024-09-02,2.3531585715509786,2.335963544980648,4.985841223523051,0.7858980484398544,0.21410195156014553,7,108836,0.3006803830950573,0.27472897157097176,0.14649626231656038
UA0102,Bakhchysaraiskyi,2024-09-09,2.288751851099701,2.20963327072902,5.009499479918474,0.607473630048881,0.3925263699511191,7,108836,-0.06440672045127771,0.15353952043301922,-0.02737032736762271
UA0102,Bakhchysaraiskyi,2024-09-16,1.8753612913889555,1.9323232947274165,4.932251425279204,0.5977433937300158,0.4022566062699842,7,108836,-0.41339055971074545,-0.2889450521922696,-0.1806183398659489
UA0102,Bakhchysaraiskyi,2024-09-23,2.2824896494063127,2.303841003285089,5.126556897666502,0.9289940828402367,0.07100591715976332,5,77740,0.40712835801735725,0.1400521737824234,0.21709329284269505
UA0102,Bakhchysaraiskyi,2024-09-30,2.049302825259839,2.0714450693349176,5.064084572885119,0.9713054504024404,0.02869454959755963,7,108836,-0.23318682414647363,-0.15063751560164773,-0.10216336543174542
UA0102,Bakhchysaraiskyi,2024-10-07,2.2066392171593607,2.1594276661946408,5.03347327779331,0.7208092910434047,0.2791907089565952,7,108836,0.15733639189952164,0.0826628128706588,0.07677556970116037
UA0102,Bakhchysaraiskyi,2024-10-14,2.052044852370454,2.100553535179345,6.754544027274024,0.5473556543790657,0.45264434562093425,7,108836,-0.15459436478890654,-0.051403393433163025,-0.07005874072514588
UA0102,Bakhchysaraiskyi,2024-10-21,2.275805531243014,2.221160350554434,9.298302361787709,0.6339630269396156,0.3660369730603844,7,108836,0.2237606788725599,0.1281863951940223,0.10904278169849893
UA0102,Bakhchysaraiskyi,2024-10-28,2.5764064333253764,2.49433843799751,11.182889864512383,0.4894198610753795,0.5105801389246206,6,93288,0.30060090208236234,0.4304583268172095,0.13208549586316287
UA0102,Bakhchysaraiskyi,2024-11-04,2.5791803412838448,2.573064237995711,14.837899397023497,0.5013667352714175,0.4986332647285825,4,62192,0.0027739079584683246,0.3014563327592934,0.0010766577518936064
UA0102,Bakhchysaraiskyi,2024-11-11,2.5742018354621803,2.590275082511505,13.201233252126626,0.272860083060752,0.7271399169392481,7,108836,-0.004978505821664481,0.20334254590650813,-0.0019302666595180072
UA0102,Bakhchysaraiskyi,2024-11-18,2.5780746431173265,2.580989804680972,14.196271297710558,0.20025543018854058,0.7997445698114595,7,108836,0.003872807655146193,0.0766761077887228,0.001504469308425793
UA0102,Bakhchysaraiskyi,2024-11-25,2.6468916050753104,2.6211052385747293,13.931874343666113,0.31886508140688746,0.6811349185931126,7,108836,0.06881696195798392,0.06992579177812841,0.026693161170373493
UA0102,Bakhchysaraiskyi,2024-12-02,2.703422063780274,2.5922717343707253,13.536535484302442,0.5618729096989966,0.43812709030100333,7,108836,0.05653045870496376,0.10883495754560846,0.021357300237217432
UA0102,Bakhchysaraiskyi,2024-12-09,2.5753798853819148,2.550548627251409,12.638769242197197,0.3066081076114521,0.6933918923885479,7,108836,-0.1280421783983594,-0.05026765147685808,-0.04736299970094728
UA0102,Bakhchysaraiskyi,2024-12-16,2.6206967304313658,2.55951509232208,14.464962674803854,0.33175603660553493,0.668243963394465,7,108836,0.04531684504945099,-0.005245318907340923,0.01759617884207042
UA0102,Bakhchysaraiskyi,2024-12-23,3.024460245731075,3.1386495233065332,16.373840000167856,0.5479896357822779,0.4520103642177221,7,108836,0.4037635152997092,0.3878626745638587,0.15406724120774168
UA0102,Bakhchysaraiskyi,2024-12-30,3.0501689861401826,3.0501689861401826,15.414102232843089,0.4653331618214561,0.5346668381785439,1,15548,0.025708740409107644,0.3191792548090251,0.008500273873791092
UA0104,Bilohirskyi,2024-01-01,2.326527478092114,2.3216087774879073,74.31842992548955,0.6430787413207268,0.3569212586792731,7,135380,,,
UA0104,Bilohirskyi,2024-01-08,2.1934216689768866,1.9564271852603297,68.3017087628646,0.28465061308908257,0.7153493869109174,7,135380,-0.1331058091152273,-0.1331058091152273,-0.05721222309584828
UA0104,Bilohirskyi,2024-01-15,2.0819891446834298,1.847188108434733,57.45396231569982,0.4085537006943419,0.5914462993056582,7,135380,-0.11143252429345685,-0.17798542885107071,-0.050803056188203945
UA0104,Bilohirskyi,2024-01-22,1.8120287776779942,1.8181974875414937,54.49362256395592,0.21861427094105482,0.7813857290589452,7,135380,-0.2699603670054356,-0.3886173195728162,-0.12966463715471654
UA0104,Bilohirskyi,2024-01-29,1.8396065485578088,1.8313113629733972,52.17034329207852,0.4428300586004826,0.5571699413995174,6,116040,0.02757777087981461,-0.2638852187997971,0.015219278644765159
UA0104,Bilohirskyi,2024-02-05,1.8094032707667917,1.7253308017311508,42.838570771428735,0.26031910178756096,0.7396808982124391,7,135380,-0.030203277791017058,-0.1723582642072381,-0.016418335656988955
UA0104,Bilohirskyi,2024-02-12,1.7191593092627255,1.7221920750352373,43.95223286045906,0.010836164869256907,0.989163835130743,7,135380,-0.09024396150406622,-0.1665976261587807,-0.04987498528496773
UA0104,Bilohirskyi,2024-02-19,2.4912966568497636,2.672618978340386,91.43123809690395,0.6174250258531541,0.3825749741468459,7,135380,0.7721373475870381,0.6962471802834336,0.4491365886958871
UA0104,Bilohirskyi,2024-02-26,2.2106088711565506,2.3506988792756673,68.92076205964626,0.6548973260452061,0.34510267395479394,7,135380,-0.28068778569321307,0.24574242479727815,-0.11266734731147668
UA0104,Bilohirskyi,2024-03-04,2.3949471093591232,2.275367164688287,68.5992615858599,0.5395848722115527,0.46041512778844734,7,135380,0.18433823820257267,0.3373300823501655,0.08338799351064317
UA0104,Bilohirskyi,2024-03-11,2.236028523229991,2.0873104102134263,64.12833629172083,0.21819323386024525,0.7818067661397547,7,135380,-0.15891858612913223,0.032025536572950486,-0.0663557810976703
UA0104,Bilohirskyi,2024-03-18,2.189076657966409,2.0851812933465155,70.7308448852771,0.4114714137981977,0.5885285862018023,7,135380,-0.04695186526358208,-0.1441436321824483,-0.02099788297680528
UA0104,Bilohirskyi,2024-03-25,2.4949234107957445,2.4244480375497206,84.05183446917054,0.6457305362682818,0.35426946373171814,7,135380,0.3058467528293356,0.2372581203677262,0.1397149577728624
UA0104,Bilohirskyi,2024-04-01,2.4715545006124064,2.3952130235916758,61.129790804550964,0.8285492687250702,0.17145073127492982,7,135380,-0.023368910183338087,0.14281057527458918,-0.00936658419341405
UA0104,Bilohirskyi,2024-04-08,2.688751381022481,2.793436981669426,76.25685390547262,0.9017727877086719,0.09822721229132812,7,135380,0.21719688041007457,0.3408556078713434,0.08787865303243651
UA0104,Bilohirskyi,2024-04-15,2.6824439796516066,2.716893421106451,82.42391257952154,0.5158221302998965,0.4841778697001034,7,135380,-0.006307401370874377,0.2213674920523463,-0.0023458477475428734
UA0104,Bilohirskyi,2024-04-22,2.494246472776897,2.4604573564486425,75.44188022856083,0.2546535677352637,0.7453464322647363,7,135380,-0.18819750687470949,-0.0901718452436624,-0.07015897006697318
UA0104,Bilohirskyi,2024-04-29,1.7627777353269116,2.209243202806404,45.77410560545294,0.5025262224848575,0.4974737775151426,7,135380,-0.7314687374499855,-0.8214713481889362,-0.2932624122890413
UA0104,Bilohirskyi,2024-05-06,0.9355917784115467,0.8306768602600626,10.627439980095115,0.5741616191461072,0.42583838085389275,7,135380,-0.8271859569153649,-1.4714631137829275,-0.469251420833246
UA0104,Bilohirskyi,2024-05-13,0.9246218753632485,0.8577655080897061,19.100711459827163,0.521664943123061,0.478335056876939,7,135380,-0.010969903048298257,-1.0441431161784922,-0.01172509560411382
UA0104,Bilohirskyi,2024-05-20,0.7504549576449292,0.7058595023953743,13.90603189827445,0.5342000295464618,0.46579997045353816,7,135380,-0.17416691771831927,-0.7788545078247219,-0.18836556040802707
UA0104,Bilohirskyi,2024-05-27,0.8692695122598989,0.9311297604406779,15.628211482568625,0.5444501895897966,0.45554981041020337,3,58020,0.1188145546149697,-0.22409207442676016,0.15832336558590063
UA0104,Bilohirskyi,2024-06-03,0.5679546044247689,0.5347413226749612,2.632029565135467,0.47618924508790067,0.5238107549120993,6,116040,-0.30131490783513004,-0.30202992649513694,-0.3466300193271259
UA0104,Bilohirskyi,2024-06-10,0.4932139299802235,0.3821869943253241,5.192846947988868,0.16323681489141675,0.8367631851085832,7,135380,-0.07474067444454535,-0.2848613074429879,-0.13159621184908535
UA0104,Bilohirskyi,2024-06-17,0.4368015783305611,0.42400913582702376,5.397506714962234,0.3427611168562565,0.6572388831437436,7,135380,-0.05641235164966241,-0.23342167274689407,-0.11437704456547766
UA0104,Bilohirskyi,2024-06-24,0.47703383916126235,0.4731614277302068,6.614104625711846,0.5116560791845177,0.48834392081548234,7,135380,0.04023226083070125,-0.11477606708760074,0.09210649142905437
