latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
50.04507,35.62,343.96,0.32,0.54,2023-04-18,1113,N,VIIRS,n,2,289.97,6.51,D,0
50.04487,35.61538,367,0.32,0.54,2023-04-18,1113,N,VIIRS,h,2,296.93,6.51,D,0
49.8534,32.43683,345.04,0.46,0.47,2023-04-18,1113,N,VIIRS,n,2,290.53,5.63,D,0
49.83892,35.46505,330.01,0.62,0.54,2023-04-18,1113,N,VIIRS,n,2,284.35,5.26,D,0
49.84726,36.61573,343.85,0.35,0.57,2023-04-18,1113,N,VIIRS,n,2,286.48,3.36,D,0
49.84195,36.61612,329.29,0.35,0.57,2023-04-18,1113,N,VIIRS,n,2,291.56,3.36,D,0
49.84211,36.62106,329.47,0.35,0.57,2023-04-18,1113,N,VIIRS,n,2,290.06,6.75,D,0
49.84414,36.61506,344.14,0.35,0.57,2023-04-18,1113,N,VIIRS,n,2,290.44,4.78,D,0
49.84433,36.61997,347.84,0.35,0.57,2023-04-18,1113,N,VIIRS,n,2,290.67,7.14,D,0
49.85646,37.65134,357.5,0.39,0.59,2023-04-18,1113,N,VIIRS,l,2,289.95,5.39,D,0
49.85662,37.65702,328.26,0.39,0.59,2023-04-18,1113,N,VIIRS,n,2,287.36,5.39,D,0
49.81609,36.87788,330.93,0.36,0.57,2023-04-18,1113,N,VIIRS,n,2,291.57,3.76,D,0
49.81627,36.88305,354.75,0.36,0.57,2023-04-18,1113,N,VIIRS,n,2,291.48,3.76,D,0
49.81089,36.88334,334.45,0.36,0.57,2023-04-18,1113,N,VIIRS,n,2,293.29,3.76,D,0
49.81107,36.88851,349.23,0.36,0.57,2023-04-18,1113,N,VIIRS,n,2,293.95,10.26,D,0
49.76365,36.9221,330.3,0.36,0.58,2023-04-18,1113,N,VIIRS,n,2,290.78,5.2,D,0
49.76349,36.91699,367,0.36,0.58,2023-04-18,1113,N,VIIRS,h,2,290.82,4.8,D,0
49.75811,36.91734,343.82,0.36,0.58,2023-04-18,1113,N,VIIRS,n,2,291.89,4.8,D,0
49.75827,36.92248,332.38,0.36,0.58,2023-04-18,1113,N,VIIRS,n,2,292.56,5.2,D,0
49.76148,36.92253,347.63,0.36,0.58,2023-04-18,1113,N,VIIRS,n,2,293.06,6.91,D,0
49.7613,36.91742,367,0.36,0.58,2023-04-18,1113,N,VIIRS,h,2,293.9,6.91,D,0
49.712,37.8269,338.88,0.4,0.6,2023-04-18,1113,N,VIIRS,n,2,288.43,7.87,D,0
49.71214,37.83251,367,0.4,0.6,2023-04-18,1113,N,VIIRS,h,2,293.89,14.27,D,0
49.67392,36.88218,351.76,0.36,0.57,2023-04-18,1113,N,VIIRS,n,2,290.65,10.09,D,0
49.67375,36.87706,367,0.36,0.57,2023-04-18,1113,N,VIIRS,h,2,291.27,7.28,D,0
49.64863,36.30951,331.27,0.34,0.56,2023-04-18,1113,N,VIIRS,n,2,291.32,2.15,D,0
49.66839,36.87746,330.14,0.36,0.57,2023-04-18,1113,N,VIIRS,n,2,294.23,3.95,D,0
49.66856,36.88261,351.3,0.36,0.57,2023-04-18,1113,N,VIIRS,n,2,294.56,5.72,D,0
49.61805,36.87511,326.05,0.36,0.57,2023-04-18,1113,N,VIIRS,n,2,291.92,2.41,D,0
49.61286,36.88053,331.29,0.36,0.57,2023-04-18,1113,N,VIIRS,n,2,291.74,2.41,D,0
49.60662,36.85547,331.41,0.36,0.57,2023-04-18,1113,N,VIIRS,n,2,291.11,2.74,D,0
51.78171,33.15572,341.18,0.52,0.5,2023-04-18,1114,N,VIIRS,n,2,282.97,10.82,D,0
51.7834,33.15628,340.51,0.51,0.5,2023-04-18,1114,N,VIIRS,n,2,283.06,8.57,D,0
51.17802,33.29295,306.81,0.39,0.44,2023-04-18,2326,N,VIIRS,n,2,276.92,0.99,N,0
48.53508,34.64301,295.88,0.48,0.4,2023-04-18,2327,N,VIIRS,n,2,276.67,1.14,N,3
48.53053,34.61498,301.42,0.48,0.4,2023-04-18,2327,N,VIIRS,n,2,277.97,0.99,N,3
48.09739,37.92381,295.29,0.4,0.37,2023-04-18,2327,N,VIIRS,n,2,267.36,0.52,N,2
48.52245,34.61972,298.62,0.48,0.4,2023-04-18,2327,N,VIIRS,n,2,278.51,1.57,N,2
48.52135,34.62547,295.86,0.61,0.71,2023-04-19,0107,N,VIIRS,n,2,270.7,1.08,N,2
50.93082,34.66455,328.47,0.46,0.64,2023-04-19,0915,N,VIIRS,n,2,287.05,1.96,D,0
51.01565,34.43748,326.38,0.47,0.64,2023-04-19,0915,N,VIIRS,n,2,288.41,6.77,D,0
51.01769,34.44355,367,0.47,0.64,2023-04-19,0915,N,VIIRS,h,2,290.09,6.77,D,0
45.29741,34.94066,332.54,0.5,0.41,2023-04-19,1053,N,VIIRS,n,2,294.42,1.9,D,0
51.06475,32.73027,340.56,0.48,0.4,2023-04-19,1055,N,VIIRS,n,2,289.4,3.88,D,0
51.0174,33.6187,325.22,0.51,0.41,2023-04-19,1055,N,VIIRS,n,2,291.95,2.49,D,0
51.8635,32.49191,330.85,0.48,0.4,2023-04-19,1055,N,VIIRS,n,2,293.8,2.38,D,0
51.47728,28.5297,331.69,0.39,0.36,2023-04-19,1055,N,VIIRS,n,2,288.72,2.73,D,0
51.87113,31.61422,339.26,0.45,0.39,2023-04-19,1055,N,VIIRS,n,2,293.03,2.86,D,0
51.86246,26.1119,332.21,0.39,0.36,2023-04-19,1055,N,VIIRS,n,2,292.23,3.33,D,0
51.87469,31.61316,347.57,0.45,0.39,2023-04-19,1055,N,VIIRS,n,2,293.08,6.35,D,0
48.45982,38.77082,301.81,0.51,0.41,2023-04-19,2308,N,VIIRS,n,2,273.67,1,N,0
48.46631,38.75904,298.22,0.51,0.41,2023-04-19,2308,N,VIIRS,n,2,275.85,1,N,2
48.46108,38.77191,299.79,0.51,0.41,2023-04-19,2308,N,VIIRS,n,2,273.71,0.92,N,0
48.22384,38.23706,299.75,0.53,0.42,2023-04-19,2308,N,VIIRS,n,2,274.59,1,N,3
48.23901,37.67867,297.5,0.55,0.43,2023-04-19,2308,N,VIIRS,n,2,276.63,0.62,N,0
48.46877,38.75882,295.77,0.51,0.41,2023-04-19,2308,N,VIIRS,n,2,276.21,1.35,N,2
50.54408,26.26096,318.65,0.49,0.41,2023-04-20,0048,N,VIIRS,n,2,281.06,2.69,N,2
49.7034,23.6486,331.4,0.42,0.45,2023-04-20,1036,N,VIIRS,n,2,283.71,2.69,D,0
49.39475,24.30519,328.12,0.41,0.45,2023-04-20,1036,N,VIIRS,n,2,287.51,1.59,D,0
49.70351,23.64771,331.28,0.42,0.45,2023-04-20,1036,N,VIIRS,n,2,282.63,2.29,D,0
48.78921,23.15743,327.34,0.37,0.58,2023-04-21,1017,N,VIIRS,n,2,292.81,3.15,D,0
50.65494,27.58232,331.11,0.43,0.46,2023-04-21,1017,N,VIIRS,n,2,290.36,2.82,D,0
51.84504,26.27096,326.49,0.39,0.59,2023-04-21,1158,N,VIIRS,n,2,293.18,1.85,D,0
51.82629,26.17881,344.6,0.39,0.59,2023-04-21,1158,N,VIIRS,n,2,292.77,4.02,D,0
51.29788,24.38255,334.41,0.32,0.55,2023-04-21,1158,N,VIIRS,n,2,292.71,2.36,D,0
50.5439,26.26299,300.87,0.42,0.38,2023-04-22,0011,N,VIIRS,n,2,278.33,1.06,N,2
48.97694,24.71025,303.73,0.45,0.39,2023-04-22,0011,N,VIIRS,n,2,278.93,1.15,N,2
47.62767,34.32492,325.56,0.5,0.41,2023-04-22,0011,N,VIIRS,n,2,270.59,4.57,N,2
50.54464,26.25705,307.7,0.42,0.38,2023-04-22,0011,N,VIIRS,n,2,277.3,1.46,N,2
50.54478,26.25674,301.02,0.66,0.73,2023-04-22,0151,N,VIIRS,n,2,275.38,1.65,N,2
50.54448,26.2617,295.9,0.66,0.73,2023-04-22,0151,N,VIIRS,n,2,275.57,0.98,N,2
49.89915,29.69449,339.18,0.57,0.52,2023-04-22,0958,N,VIIRS,n,2,291.84,4.95,D,0
51.11324,32.90985,339.17,0.4,0.44,2023-04-22,0958,N,VIIRS,n,2,291.39,5.25,D,0
49.43596,26.59377,335.59,0.4,0.6,2023-04-22,0958,N,VIIRS,n,2,288.32,3.55,D,0
50.51698,25.4913,325.61,0.4,0.6,2023-04-22,0959,N,VIIRS,n,2,290.01,2.47,D,0
48.87679,24.86177,340.2,0.4,0.44,2023-04-22,1138,N,VIIRS,n,2,296.34,2.68,D,0
47.85888,35.1419,300.88,0.39,0.37,2023-04-22,2352,N,VIIRS,n,2,278.4,0.72,N,3
47.86217,35.14315,303.84,0.39,0.37,2023-04-22,2352,N,VIIRS,n,2,280.22,0.72,N,3
48.72086,23.20186,312.01,0.52,0.5,2023-04-22,2352,N,VIIRS,n,2,272.99,2.15,N,0
47.84176,33.38259,300.57,0.38,0.36,2023-04-22,2352,N,VIIRS,n,2,277.7,0.67,N,3
47.85911,33.44744,338.99,0.38,0.36,2023-04-22,2352,N,VIIRS,n,2,276.48,17.99,N,2
47.86237,33.44858,341.05,0.38,0.36,2023-04-22,2352,N,VIIRS,n,2,287.87,17.99,N,2
47.86736,33.4312,307.08,0.38,0.36,2023-04-22,2352,N,VIIRS,n,2,276.95,0.96,N,2
47.87949,33.39798,305.43,0.38,0.36,2023-04-22,2352,N,VIIRS,n,2,279.44,1.73,N,2
50.54531,26.26036,317.19,0.4,0.44,2023-04-22,2352,N,VIIRS,n,2,280.87,1.75,N,2
47.87892,35.18832,338.48,0.4,0.37,2023-04-22,2352,N,VIIRS,n,2,280.03,12.39,N,2
47.87683,35.15985,296.98,0.39,0.37,2023-04-22,2352,N,VIIRS,n,2,276.32,0.53,N,2
47.86935,35.16249,311.52,0.4,0.37,2023-04-22,2352,N,VIIRS,n,2,280.49,1.24,N,3
47.86456,35.14959,311.19,0.39,0.37,2023-04-22,2352,N,VIIRS,n,2,281.28,1.79,N,3
48.74839,26.60593,302.29,0.56,0.43,2023-04-22,2352,N,VIIRS,n,2,279.3,1.84,N,2
50.54003,26.25987,298.71,0.44,0.62,2023-04-23,0132,N,VIIRS,n,2,276.84,0.9,N,2
48.55758,25.81477,335.95,0.44,0.38,2023-04-23,1119,N,VIIRS,n,2,302.09,1.8,D,0
47.86877,33.43535,336.65,0.57,0.52,2023-04-23,1119,N,VIIRS,n,2,290.51,9.02,D,2
47.86565,33.43369,339.23,0.57,0.52,2023-04-23,1119,N,VIIRS,n,2,296.12,7.49,D,2
50.88273,25.30562,329.82,0.44,0.39,2023-04-23,1120,N,VIIRS,n,2,297.74,3.22,D,0
51.75303,26.37247,335.9,0.49,0.4,2023-04-23,1120,N,VIIRS,n,2,291.85,6.55,D,0
49.55337,23.6102,327.36,0.4,0.37,2023-04-23,1120,N,VIIRS,n,2,296.91,2.47,D,0
49.85424,24.11348,333.88,0.41,0.37,2023-04-23,1120,N,VIIRS,n,2,296.75,3.06,D,0
49.85762,24.11244,335.17,0.41,0.37,2023-04-23,1120,N,VIIRS,n,2,295.6,2.55,D,0
50.54566,26.26313,328.04,0.47,0.4,2023-04-23,1120,N,VIIRS,n,2,300.24,3.18,D,2
50.54335,26.25932,325.23,0.32,0.55,2023-04-23,2333,N,VIIRS,n,2,283.25,1.62,N,2
48.59988,37.97498,323.1,0.38,0.36,2023-04-23,2333,N,VIIRS,n,2,278.65,1.41,N,0
47.86201,33.44503,311.81,0.46,0.39,2023-04-23,2333,N,VIIRS,n,2,279.36,1.59,N,2
47.86702,33.43356,304.45,0.46,0.39,2023-04-23,2333,N,VIIRS,n,2,278.29,1.63,N,2
47.87194,33.39019,300.61,0.46,0.39,2023-04-23,2333,N,VIIRS,n,2,278.36,1.47,N,2
47.87204,33.42208,300.07,0.46,0.39,2023-04-23,2333,N,VIIRS,n,2,276.98,1.48,N,2
48.5974,37.96869,323.77,0.38,0.36,2023-04-23,2333,N,VIIRS,n,2,278.58,3.1,N,0
48.97627,24.70751,306.53,0.37,0.58,2023-04-23,2333,N,VIIRS,n,2,280.61,1.14,N,2
48.47314,34.96792,301.95,0.42,0.38,2023-04-23,2333,N,VIIRS,n,2,280.26,0.95,N,2
48.53113,34.61881,298.4,0.43,0.38,2023-04-23,2333,N,VIIRS,n,2,280.14,1.11,N,3
48.53101,34.64903,319.98,0.43,0.38,2023-04-23,2333,N,VIIRS,n,2,279.99,2.77,N,2
48.48311,38.78504,319.95,0.38,0.36,2023-04-23,2333,N,VIIRS,n,2,281.3,1.83,N,0
48.48149,38.77359,316.88,0.38,0.36,2023-04-23,2333,N,VIIRS,n,2,280.93,1.82,N,3
48.47239,34.62708,305.05,0.43,0.38,2023-04-23,2333,N,VIIRS,n,2,279.46,2.01,N,2
48.59661,37.97385,302.98,0.38,0.36,2023-04-23,2333,N,VIIRS,n,2,277.85,1.41,N,0
48.59412,37.96756,307.08,0.38,0.36,2023-04-23,2333,N,VIIRS,n,2,278.35,1.18,N,0
48.46683,38.7574,304.75,0.38,0.36,2023-04-23,2333,N,VIIRS,n,2,281.99,1.39,N,2
48.46601,38.76252,297.62,0.38,0.36,2023-04-23,2333,N,VIIRS,n,2,277.79,0.85,N,2
48.46357,38.75621,302.31,0.38,0.36,2023-04-23,2333,N,VIIRS,n,2,281.02,1.31,N,2
48.4611,38.77159,302.26,0.38,0.36,2023-04-23,2333,N,VIIRS,n,2,279.36,1.06,N,0
48.21687,38.21962,296.85,0.38,0.36,2023-04-23,2333,N,VIIRS,n,2,277.84,0.66,N,0
47.87423,33.43539,300.04,0.46,0.39,2023-04-23,2333,N,VIIRS,n,2,278.23,0.61,N,2
47.88207,33.39913,298.36,0.46,0.39,2023-04-23,2333,N,VIIRS,n,2,278.84,1.51,N,2
47.86096,35.1428,305.7,0.42,0.37,2023-04-23,2333,N,VIIRS,n,2,279.96,1.53,N,3
47.86367,35.14933,305.14,0.41,0.37,2023-04-23,2333,N,VIIRS,n,2,280.83,1.26,N,3
47.86907,35.16236,316.69,0.41,0.37,2023-04-23,2333,N,VIIRS,n,2,279.99,1.74,N,3
47.86979,35.15683,297.83,0.41,0.37,2023-04-23,2333,N,VIIRS,n,2,278.6,1.68,N,3
47.87662,35.15878,301.92,0.41,0.37,2023-04-23,2333,N,VIIRS,n,2,276.18,0.97,N,2
47.87986,35.1884,302.13,0.41,0.37,2023-04-23,2333,N,VIIRS,n,2,277.22,1.07,N,2
48.74955,26.60313,298.69,0.6,0.53,2023-04-23,2333,N,VIIRS,n,2,279.48,1.97,N,2
48.74963,26.60224,297.86,0.6,0.53,2023-04-23,2333,N,VIIRS,n,2,279.32,1.35,N,2
44.77317,33.86152,298.56,0.42,0.38,2023-04-23,2334,N,VIIRS,n,2,274.17,0.73,N,2
50.54368,26.26059,309.05,0.57,0.52,2023-04-24,0113,N,VIIRS,n,2,280.64,2.73,N,2
47.87601,33.38488,297.66,0.67,0.73,2023-04-24,0113,N,VIIRS,n,2,275.35,2.22,N,0
47.86099,33.44737,297.18,0.67,0.74,2023-04-24,0113,N,VIIRS,n,2,274.25,1.82,N,2
47.86983,33.38605,297.97,0.67,0.73,2023-04-24,0113,N,VIIRS,n,2,274.58,1.09,N,2
50.5442,26.26125,309.04,0.57,0.52,2023-04-24,0113,N,VIIRS,n,2,280.54,1.92,N,2
48.74746,26.60332,308.7,0.33,0.55,2023-04-24,0114,N,VIIRS,n,2,280.65,1.31,N,2
48.93361,35.12794,367,0.45,0.63,2023-04-24,0920,N,VIIRS,h,2,293.2,13.02,D,0
50.31982,35.87441,330.54,0.38,0.59,2023-04-24,0920,N,VIIRS,n,2,294.54,3.64,D,0
48.9327,35.12365,356.66,0.45,0.63,2023-04-24,0920,N,VIIRS,n,2,288,10.99,D,0
48.93454,35.12942,357.58,0.45,0.63,2023-04-24,0920,N,VIIRS,l,2,289.42,10.99,D,0
50.32067,35.87108,329.48,0.38,0.59,2023-04-24,0920,N,VIIRS,n,2,294.68,4.19,D,0
48.34727,26.10623,332.22,0.39,0.36,2023-04-24,1101,N,VIIRS,n,2,297.73,8.19,D,0
51.06219,34.25431,334.43,0.42,0.45,2023-04-24,1101,N,VIIRS,n,2,292.25,5.53,D,0
51.05754,34.2491,347.16,0.42,0.45,2023-04-24,1101,N,VIIRS,n,2,303.41,28.93,D,0
51.05802,34.2551,353.56,0.42,0.45,2023-04-24,1101,N,VIIRS,n,2,295.35,28.93,D,0
51.05337,34.2499,349.34,0.42,0.45,2023-04-24,1101,N,VIIRS,n,2,298.78,28.93,D,0
51.05384,34.25591,367,0.42,0.45,2023-04-24,1101,N,VIIRS,h,2,292.75,28.93,D,0
51.0492,34.25074,338.09,0.42,0.45,2023-04-24,1101,N,VIIRS,n,2,295.53,8.52,D,0
51.04968,34.25675,348.58,0.42,0.45,2023-04-24,1101,N,VIIRS,n,2,288.99,8.52,D,0
51.60107,24.78802,332.19,0.38,0.36,2023-04-24,1101,N,VIIRS,n,2,297.74,3.1,D,0
48.45664,24.22781,326.87,0.4,0.37,2023-04-24,1101,N,VIIRS,n,2,298.36,4.37,D,0
50.43206,30.0766,330.86,0.44,0.38,2023-04-24,1101,N,VIIRS,n,2,289.97,2.19,D,0
50.5495,33.30885,337.01,0.56,0.43,2023-04-24,1101,N,VIIRS,n,2,299.23,11.47,D,0
50.19344,33.54064,327.55,0.57,0.43,2023-04-24,1101,N,VIIRS,n,2,294.94,3.28,D,0
50.19659,33.53836,327.78,0.57,0.43,2023-04-24,1101,N,VIIRS,n,2,296.07,8.07,D,0
49.68421,32.45963,344.62,0.51,0.41,2023-04-24,1101,N,VIIRS,n,2,299.71,7.36,D,0
51.06171,34.24831,342.91,0.42,0.45,2023-04-24,1101,N,VIIRS,n,2,293.31,5.53,D,0
50.53393,26.7187,332.88,0.39,0.36,2023-04-24,1101,N,VIIRS,n,2,295.65,5.21,D,0
51.04503,34.25158,337.18,0.42,0.45,2023-04-24,1101,N,VIIRS,n,2,291.96,8.52,D,0
51.04551,34.2576,338.41,0.42,0.45,2023-04-24,1101,N,VIIRS,n,2,288.76,8.52,D,0
48.41325,26.59152,334.1,0.38,0.36,2023-04-24,1101,N,VIIRS,n,2,298.61,2.49,D,0
47.87935,35.18075,298.91,0.4,0.44,2023-04-24,2314,N,VIIRS,n,2,270.37,0.72,N,2
50.5442,26.25317,297.26,0.52,0.67,2023-04-24,2314,N,VIIRS,n,2,278.53,2.21,N,0
50.5442,26.2609,297.1,0.52,0.67,2023-04-24,2314,N,VIIRS,n,2,279.33,1.47,N,2
48.53251,34.6475,349.55,0.43,0.46,2023-04-24,2314,N,VIIRS,n,2,278.86,5.43,N,2
48.5278,34.65261,296.08,0.43,0.46,2023-04-24,2314,N,VIIRS,n,2,278.67,5.43,N,3
48.47274,34.96468,296.57,0.41,0.45,2023-04-24,2314,N,VIIRS,n,2,275.38,0.82,N,2
48.74802,26.60198,297.01,0.5,0.66,2023-04-24,2314,N,VIIRS,n,2,266.36,0.71,N,2
50.38039,34.57536,295.13,0.4,0.6,2023-04-25,0054,N,VIIRS,n,2,278.34,0.96,N,0
44.77245,33.86086,298.25,0.57,0.69,2023-04-25,0055,N,VIIRS,n,2,276.37,0.96,N,2
50.54319,26.25858,307.18,0.56,0.43,2023-04-25,0055,N,VIIRS,n,2,280.56,2.02,N,2
44.81857,33.92675,334.54,0.39,0.36,2023-04-25,1040,N,VIIRS,n,2,295.87,2.97,D,0
48.43636,31.17936,345.05,0.38,0.36,2023-04-25,1041,N,VIIRS,n,2,303.37,2.36,D,0
48.47315,34.62954,335.41,0.42,0.37,2023-04-25,1041,N,VIIRS,n,2,300.46,2.7,D,2
47.62892,34.3228,335.48,0.41,0.37,2023-04-25,1041,N,VIIRS,n,2,297.52,8.41,D,2
46.14397,32.26044,328.72,0.38,0.36,2023-04-25,1041,N,VIIRS,n,2,294.88,2.15,D,3
46.14877,32.26924,335.83,0.38,0.36,2023-04-25,1041,N,VIIRS,n,2,293.14,4.37,D,0
50.75727,33.30704,332.36,0.41,0.37,2023-04-25,1042,N,VIIRS,n,2,289.99,3.16,D,0
50.54001,30.84524,340.88,0.38,0.36,2023-04-25,1042,N,VIIRS,n,2,298.47,7.04,D,0
50.9545,31.78471,340.88,0.39,0.36,2023-04-25,1042,N,VIIRS,n,2,295.37,5.61,D,0
51.1017,31.75101,346.61,0.39,0.36,2023-04-25,1042,N,VIIRS,n,2,296.12,14.16,D,0
51.28226,27.55707,326.52,0.41,0.37,2023-04-25,1042,N,VIIRS,n,2,289.32,1.24,D,0
51.69187,33.93168,330.37,0.43,0.38,2023-04-25,1042,N,VIIRS,n,2,293.79,2.22,D,0
51.69147,33.92994,330.3,0.43,0.38,2023-04-25,1042,N,VIIRS,n,2,294.39,1.72,D,0
49.44175,32.4837,328.5,0.39,0.36,2023-04-25,1042,N,VIIRS,l,2,300.05,1.17,D,0
49.1172,29.39053,330.99,0.39,0.37,2023-04-25,1042,N,VIIRS,n,2,296.81,1.69,D,0
49.21532,28.72622,334.45,0.4,0.37,2023-04-25,1042,N,VIIRS,n,2,292.62,7.05,D,0
49.85817,32.72608,340.47,0.39,0.37,2023-04-25,1042,N,VIIRS,n,2,292.46,2.91,D,0
50.04625,33.21114,337.27,0.4,0.37,2023-04-25,1042,N,VIIRS,n,2,300.46,5.28,D,0
50.22227,33.35593,330.81,0.41,0.37,2023-04-25,1042,N,VIIRS,n,2,294.2,3.13,D,0
50.0894,29.91202,336.57,0.39,0.36,2023-04-25,1042,N,VIIRS,n,2,295.74,4.02,D,0
50.78166,34.32145,348.35,0.43,0.38,2023-04-25,1042,N,VIIRS,n,2,296.42,9.41,D,0
48.46429,38.75549,300.02,0.46,0.47,2023-04-25,2255,N,VIIRS,n,2,281.26,1.47,N,2
48.45854,38.77335,335.55,0.45,0.47,2023-04-25,2255,N,VIIRS,n,2,279.99,6.38,N,0
48.52016,34.62283,298.09,0.35,0.57,2023-04-25,2255,N,VIIRS,n,2,278.47,0.91,N,2
48.51997,34.62769,298.41,0.35,0.57,2023-04-25,2255,N,VIIRS,n,2,274.88,0.91,N,2
48.51978,34.63255,308.57,0.35,0.57,2023-04-25,2255,N,VIIRS,n,2,268.98,0.55,N,2
48.47445,34.96538,300.57,0.34,0.56,2023-04-25,2255,N,VIIRS,n,2,280.97,0.47,N,2
48.05762,37.95513,296.38,0.49,0.49,2023-04-25,2255,N,VIIRS,n,2,279.44,0.87,N,2
48.06113,37.95438,295.96,0.49,0.49,2023-04-25,2255,N,VIIRS,n,2,280.38,1.24,N,2
47.87725,35.1881,301.12,0.33,0.55,2023-04-25,2255,N,VIIRS,n,2,278.69,0.5,N,2
47.88107,33.39755,299.84,0.4,0.6,2023-04-25,2255,N,VIIRS,n,2,280.7,1,N,2
47.8629,33.44554,316.29,0.39,0.6,2023-04-25,2255,N,VIIRS,n,2,275.78,1.36,N,2
47.86895,33.42947,309.95,0.4,0.6,2023-04-25,2255,N,VIIRS,n,2,276.68,1.46,N,2
47.87034,33.38036,304.19,0.4,0.6,2023-04-25,2255,N,VIIRS,n,2,277.49,0.96,N,2
48.48079,38.77078,295.71,0.46,0.47,2023-04-25,2255,N,VIIRS,n,2,279.72,0.68,N,2
48.48032,38.77699,300.57,0.45,0.47,2023-04-25,2255,N,VIIRS,n,2,280.11,0.93,N,3
48.459,38.76718,331.58,0.46,0.47,2023-04-25,2255,N,VIIRS,n,2,279.12,7.69,N,0
47.87049,33.43171,299.68,0.39,0.6,2023-04-25,2256,N,VIIRS,n,2,276.2,0.73,N,2
47.85878,33.44732,306.2,0.39,0.6,2023-04-25,2256,N,VIIRS,n,2,273.78,0.9,N,2
47.8649,33.43132,300.74,0.39,0.6,2023-04-25,2256,N,VIIRS,n,2,276.46,0.73,N,2
47.87213,33.38268,299.14,0.4,0.6,2023-04-25,2256,N,VIIRS,n,2,278.32,0.75,N,2
48.58552,37.97533,302.55,0.4,0.6,2023-04-26,0035,N,VIIRS,n,2,277.97,0.8,N,0
50.27762,33.87935,336.92,0.49,0.48,2023-04-26,0035,N,VIIRS,n,2,278.77,4.93,N,0
48.46783,38.75885,301.56,0.44,0.62,2023-04-26,0035,N,VIIRS,n,2,280.63,1.18,N,2
48.46249,38.7756,367,0.44,0.62,2023-04-26,0035,N,VIIRS,h,2,280.33,9,N,0
48.45728,38.77164,321.65,0.44,0.62,2023-04-26,0035,N,VIIRS,n,2,277.94,3.24,N,0
48.45793,38.76904,316.53,0.44,0.62,2023-04-26,0035,N,VIIRS,n,2,278.24,2.42,N,0
47.87757,35.18454,295.9,0.32,0.55,2023-04-26,0036,N,VIIRS,n,2,278.57,4.6,N,0
47.86799,35.15928,313.82,0.32,0.55,2023-04-26,0036,N,VIIRS,n,2,281.96,2.07,N,3
47.87642,35.18864,347.69,0.32,0.55,2023-04-26,0036,N,VIIRS,n,2,278.73,2.72,N,2
47.88113,35.19164,332.01,0.32,0.55,2023-04-26,0036,N,VIIRS,n,2,280.05,2.72,N,2
47.86556,35.14814,299.15,0.32,0.55,2023-04-26,0036,N,VIIRS,n,2,282.81,1.33,N,3
48.21316,38.2452,328.99,0.42,0.61,2023-04-26,0036,N,VIIRS,n,2,277.58,2.23,N,2
48.0577,37.9518,297.57,0.42,0.61,2023-04-26,0036,N,VIIRS,n,2,278.2,0.79,N,2
48.52983,34.65053,306.39,0.59,0.53,2023-04-26,0036,N,VIIRS,n,2,280.94,3.35,N,3
48.52035,34.62704,296.75,0.59,0.53,2023-04-26,0036,N,VIIRS,n,2,280.85,1.34,N,2
47.86084,35.14523,307.76,0.32,0.55,2023-04-26,0036,N,VIIRS,n,2,280.56,1.26,N,3
48.47323,34.63326,296.81,0.59,0.53,2023-04-26,0036,N,VIIRS,n,2,278.13,1.43,N,2
47.88058,35.18798,350.32,0.32,0.55,2023-04-26,0036,N,VIIRS,n,2,280.65,3.16,N,2
47.87941,35.19207,322.2,0.32,0.55,2023-04-26,0036,N,VIIRS,n,2,278.48,3.16,N,2
48.58631,37.97548,304.67,0.4,0.6,2023-04-26,0036,N,VIIRS,n,2,278.35,0.78,N,0
44.77424,33.86044,306.81,0.35,0.57,2023-04-26,0037,N,VIIRS,n,2,279.05,0.89,N,2
49.0692,36.96292,331.48,0.39,0.36,2023-04-26,1022,N,VIIRS,n,2,297.11,5.02,D,0
47.85694,36.6469,334.93,0.38,0.36,2023-04-26,1022,N,VIIRS,n,2,294.66,1.86,D,0
48.58575,37.97545,328.87,0.39,0.37,2023-04-26,1022,N,VIIRS,n,2,298.81,2.79,D,0
49.53103,35.96773,344.59,0.38,0.36,2023-04-26,1023,N,VIIRS,n,2,299.61,13.16,D,0
50.23783,36.12886,338.76,0.39,0.36,2023-04-26,1023,N,VIIRS,n,2,298.75,3.48,D,0
49.57848,32.53057,333.39,0.42,0.37,2023-04-26,1023,N,VIIRS,n,2,296.24,3.27,D,0
49.30155,33.12427,331.32,0.41,0.37,2023-04-26,1023,N,VIIRS,n,2,289.95,2.05,D,0
49.29822,33.12568,331.14,0.41,0.37,2023-04-26,1023,N,VIIRS,n,2,294.96,2.05,D,0
49.56557,35.32677,346.22,0.38,0.36,2023-04-26,1023,N,VIIRS,n,2,299.08,17.48,D,0
49.56639,35.33202,348.31,0.38,0.36,2023-04-26,1023,N,VIIRS,n,2,307.63,34.53,D,0
49.5343,35.96656,334.26,0.38,0.36,2023-04-26,1023,N,VIIRS,n,2,294.15,12.58,D,0
50.19193,35.08724,335.09,0.38,0.36,2023-04-26,1023,N,VIIRS,n,2,298.23,3.64,D,0
49.88934,33.20384,333.19,0.4,0.37,2023-04-26,1023,N,VIIRS,n,2,296.29,31.31,D,0
49.94473,33.33686,330.99,0.4,0.37,2023-04-26,1023,N,VIIRS,n,2,296.51,1.72,D,0
