latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
47.86068,33.44452,319.22,0.48,0.48,2023-01-02,2314,N,VIIRS,n,2,273.04,3.13,N,2
50.23073,33.34845,295.89,0.36,0.57,2023-01-03,0053,N,VIIRS,n,2,275.49,0.6,N,0
48.53584,34.64876,301.45,0.46,0.63,2023-01-03,0053,N,VIIRS,n,2,267.07,1.88,N,3
48.53054,34.64465,328.04,0.46,0.63,2023-01-03,0053,N,VIIRS,n,2,268.41,1.88,N,3
48.27274,26.1195,305.47,0.42,0.45,2023-01-03,0054,N,VIIRS,n,2,274.16,0.96,N,0
45.46778,34.62445,331.05,0.4,0.37,2023-01-03,1040,N,VIIRS,n,2,287.33,2.62,D,0
46.79191,33.35219,329.42,0.39,0.36,2023-01-03,1040,N,VIIRS,n,2,284.72,2.91,D,0
48.46117,38.77322,335.13,0.38,0.43,2023-01-03,1040,N,VIIRS,n,2,279.8,25.79,D,0
48.70603,38.06372,296.81,0.49,0.49,2023-01-03,2254,N,VIIRS,n,2,273.44,0.61,N,0
47.87634,35.15653,335.85,0.39,0.36,2023-01-04,1021,N,VIIRS,n,2,282.79,3.38,D,2
48.58432,38.03033,328.68,0.4,0.37,2023-01-04,1021,N,VIIRS,n,2,276.63,2.61,D,0
44.77468,33.86308,296.96,0.42,0.45,2023-01-05,0017,N,VIIRS,n,2,271.37,0.46,N,2
48.53201,34.64373,309.13,0.41,0.37,2023-01-05,2357,N,VIIRS,n,2,274.29,1.14,N,3
48.53024,34.61407,297.3,0.41,0.37,2023-01-05,2357,N,VIIRS,n,2,272.61,0.75,N,3
50.45508,34.11483,337.24,0.49,0.48,2023-01-06,0945,N,VIIRS,n,2,270.47,2.71,D,0
48.45988,38.77588,324.53,0.4,0.37,2023-01-06,2338,N,VIIRS,n,2,265.1,25.53,N,0
48.21407,38.24386,326.12,0.39,0.36,2023-01-06,2338,N,VIIRS,n,2,265.92,3.77,N,2
48.47299,34.63006,309.53,0.4,0.37,2023-01-06,2339,N,VIIRS,n,2,269.83,1.43,N,2
48.53332,34.64868,303.47,0.4,0.37,2023-01-06,2339,N,VIIRS,n,2,270.89,1.4,N,2
47.87848,35.18913,341.46,0.39,0.36,2023-01-06,2339,N,VIIRS,n,2,268.36,5.88,N,2
47.87639,35.1559,326.45,0.39,0.36,2023-01-06,2339,N,VIIRS,n,2,272.59,2.35,N,2
47.87815,35.15877,346.09,0.41,0.61,2023-01-07,0925,N,VIIRS,n,2,266.17,5.74,D,2
47.87656,35.15356,347.61,0.41,0.61,2023-01-07,0925,N,VIIRS,n,2,265.95,5.74,D,2
47.6309,34.32658,327.02,0.46,0.63,2023-01-07,0925,N,VIIRS,n,2,268.27,4.95,D,2
48.4607,38.77565,330.88,0.41,0.37,2023-01-07,2320,N,VIIRS,n,2,261.53,12.28,N,0
48.28637,38.08618,323.45,0.42,0.38,2023-01-07,2320,N,VIIRS,n,2,258.66,1.91,N,2
47.87507,35.15515,334.54,0.64,0.72,2023-01-08,0907,N,VIIRS,n,2,267.49,5.09,D,2
48.531,34.64777,327.21,0.47,0.39,2023-01-08,1047,N,VIIRS,n,2,272.08,2.23,D,2
48.45748,38.77033,341.45,0.39,0.44,2023-01-08,2301,N,VIIRS,n,2,253.84,5.45,N,0
47.86054,33.44735,348.38,0.33,0.55,2023-01-08,2301,N,VIIRS,n,2,268.69,5.08,N,2
48.46152,38.7712,344,0.39,0.44,2023-01-08,2301,N,VIIRS,n,2,259.78,5.45,N,0
47.4712,35.34992,337.61,0.38,0.36,2023-01-09,1028,N,VIIRS,n,2,272.58,2.73,D,0
48.45915,38.7702,367,0.32,0.55,2023-01-10,0022,N,VIIRS,h,2,264.89,14.56,N,0
48.45795,38.77443,327.05,0.32,0.55,2023-01-10,0022,N,VIIRS,n,2,258,7.27,N,0
47.85712,33.44929,335.58,0.4,0.44,2023-01-10,0023,N,VIIRS,n,2,261.45,6.62,N,2
49.9491,35.27403,332.75,0.42,0.38,2023-01-10,1009,N,VIIRS,n,2,265.66,2.88,D,0
47.87584,35.16109,327.77,0.45,0.39,2023-01-10,1009,N,VIIRS,n,2,272.7,3.99,D,2
49.00773,35.25455,326.48,0.45,0.39,2023-01-11,0004,N,VIIRS,n,2,259.93,3.03,N,0
47.53429,35.91606,336.58,0.5,0.41,2023-01-11,0004,N,VIIRS,n,2,260.7,3.97,N,0
47.53791,35.91779,329.83,0.5,0.41,2023-01-11,0004,N,VIIRS,n,2,261.56,3.97,N,0
48.8778,35.57587,326.35,0.41,0.45,2023-01-11,0950,N,VIIRS,n,2,269.61,2.4,D,0
47.53577,35.40971,329.19,0.5,0.66,2023-01-11,1131,N,VIIRS,n,2,266.55,3.58,D,0
44.77251,33.86158,295.09,0.38,0.36,2023-01-11,2346,N,VIIRS,n,2,265.57,0.57,N,2
47.86263,33.44836,303.82,0.46,0.39,2023-01-16,0010,N,VIIRS,n,2,268.26,1.42,N,2
47.85913,33.44661,307.92,0.46,0.39,2023-01-16,0010,N,VIIRS,n,2,268.52,1.37,N,2
47.86264,33.44818,302.75,0.46,0.39,2023-01-16,0010,N,VIIRS,n,2,268.53,1.37,N,2
48.46398,38.75596,295.92,0.47,0.4,2023-01-16,2351,N,VIIRS,n,2,269.92,1.07,N,2
49.07476,23.94824,341.8,0.4,0.37,2023-01-17,1119,N,VIIRS,n,2,280.94,3.49,D,0
46.58377,32.55013,299.79,0.48,0.4,2023-01-17,2333,N,VIIRS,n,2,267.08,3.85,N,0
46.58306,32.55639,341.39,0.48,0.4,2023-01-17,2333,N,VIIRS,n,2,268.11,3.85,N,0
46.50083,32.46553,321.74,0.48,0.4,2023-01-17,2333,N,VIIRS,n,2,259.94,2.64,N,0
46.50154,32.45922,325.42,0.48,0.4,2023-01-17,2333,N,VIIRS,n,2,263.42,2.64,N,0
46.50523,32.46009,296.16,0.48,0.4,2023-01-17,2333,N,VIIRS,n,2,260.41,0.72,N,0
46.57868,32.56179,311.78,0.48,0.4,2023-01-17,2333,N,VIIRS,n,2,268.38,1.46,N,0
46.57939,32.55552,337.23,0.48,0.4,2023-01-17,2333,N,VIIRS,n,2,268.28,3.85,N,0
46.58292,32.52412,327.33,0.48,0.4,2023-01-17,2333,N,VIIRS,n,2,265.78,3.07,N,0
46.5038,32.47268,320.23,0.48,0.4,2023-01-17,2333,N,VIIRS,n,2,261.09,2.54,N,0
46.52078,32.48961,313.9,0.48,0.4,2023-01-17,2333,N,VIIRS,n,2,263.71,1.94,N,0
46.53488,32.4804,305.34,0.48,0.4,2023-01-17,2333,N,VIIRS,n,2,264.12,1.16,N,0
46.57501,32.56091,313.74,0.48,0.4,2023-01-17,2333,N,VIIRS,n,2,268.84,1.3,N,0
46.57571,32.55465,300.42,0.48,0.4,2023-01-17,2333,N,VIIRS,n,2,268.74,1.7,N,0
46.58673,32.55727,316.55,0.48,0.4,2023-01-17,2333,N,VIIRS,n,2,267.41,2.07,N,0
46.50438,32.4639,295.48,0.68,0.74,2023-01-18,0113,N,VIIRS,n,2,259.75,0.77,N,0
46.5014,32.47211,300.69,0.68,0.74,2023-01-18,0113,N,VIIRS,n,2,258,2.43,N,0
46.49823,32.45913,305.26,0.68,0.74,2023-01-18,0113,N,VIIRS,n,2,266.63,2.21,N,0
47.02524,31.15522,333.66,0.44,0.38,2023-01-18,1059,N,VIIRS,n,2,277.65,4.7,D,0
49.36835,32.06221,316.71,0.57,0.52,2023-01-18,2313,N,VIIRS,n,2,278.92,3.34,N,0
47.62082,34.44813,310.82,0.43,0.46,2023-01-18,2314,N,VIIRS,n,2,272.2,1.06,N,0
46.51542,32.49437,313.88,0.51,0.49,2023-01-18,2314,N,VIIRS,n,2,277.24,1.76,N,0
46.52,32.49507,305.88,0.51,0.49,2023-01-18,2314,N,VIIRS,n,2,276.78,1.76,N,0
46.51466,32.49386,312.88,0.51,0.49,2023-01-18,2314,N,VIIRS,n,2,277.31,1.98,N,0
46.51925,32.49458,305.84,0.51,0.49,2023-01-18,2314,N,VIIRS,n,2,276.12,1.39,N,0
47.85941,33.4481,339.13,0.48,0.48,2023-01-18,2314,N,VIIRS,n,2,258.8,5.25,N,2
48.4728,34.62725,295.77,0.43,0.46,2023-01-18,2314,N,VIIRS,n,2,274.61,0.74,N,2
48.53485,34.6443,340.55,0.43,0.46,2023-01-18,2314,N,VIIRS,n,2,277.7,6.12,N,3
46.51393,32.49018,304.19,0.43,0.62,2023-01-19,0054,N,VIIRS,n,2,279.26,0.91,N,0
48.48245,37.87712,340.94,0.55,0.68,2023-01-19,0900,N,VIIRS,n,2,275.02,4.36,D,0
48.4839,37.87438,339.89,0.55,0.68,2023-01-19,0900,N,VIIRS,n,2,275.63,5.51,D,0
47.2097,32.73969,338.98,0.39,0.36,2023-01-19,1040,N,VIIRS,n,2,283.22,5.16,D,0
46.64288,32.79415,339.71,0.39,0.36,2023-01-19,1040,N,VIIRS,n,2,276.65,4.2,D,0
47.20896,32.73462,330.4,0.39,0.36,2023-01-19,1040,N,VIIRS,n,2,281.71,4.14,D,0
47.87684,35.15541,325.39,0.43,0.38,2023-01-19,1040,N,VIIRS,n,2,287.95,33.11,D,2
47.20641,32.74072,339.89,0.39,0.36,2023-01-19,1040,N,VIIRS,n,2,283.27,5.16,D,0
46.5122,32.4888,332.36,0.38,0.36,2023-01-19,1040,N,VIIRS,n,2,284.34,2.66,D,0
46.64091,32.79752,331.07,0.39,0.36,2023-01-19,1040,N,VIIRS,n,2,276.13,1.35,D,0
46.64362,32.79914,339.77,0.39,0.36,2023-01-19,1040,N,VIIRS,n,2,277.61,5.05,D,0
46.64543,32.78812,343.79,0.39,0.36,2023-01-19,1040,N,VIIRS,n,2,276.3,4.2,D,0
47.20567,32.73566,342.72,0.39,0.36,2023-01-19,1040,N,VIIRS,n,2,284.26,4.14,D,0
48.70157,38.01889,298.94,0.49,0.49,2023-01-19,2254,N,VIIRS,n,2,272.18,1.12,N,0
48.61913,38.01376,313.26,0.49,0.49,2023-01-19,2255,N,VIIRS,n,2,273.48,2.02,N,0
48.46511,38.75907,301.42,0.44,0.62,2023-01-20,0035,N,VIIRS,n,2,273.57,1.22,N,2
47.87531,35.1551,367,0.32,0.55,2023-01-20,0035,N,VIIRS,h,2,269.85,4.67,N,2
48.97384,24.71164,300,0.4,0.37,2023-01-20,0036,N,VIIRS,n,2,272.85,0.86,N,2
46.40839,32.86978,345.47,0.45,0.39,2023-01-20,1021,N,VIIRS,n,2,288.12,20.92,D,0
46.8356,32.11529,328.03,0.46,0.39,2023-01-20,1021,N,VIIRS,n,2,285.82,3.14,D,0
46.40947,32.87545,331.5,0.44,0.39,2023-01-20,1021,N,VIIRS,n,2,297.07,20.92,D,0
46.40601,32.87683,327.54,0.44,0.39,2023-01-20,1021,N,VIIRS,n,2,285.93,20.92,D,0
45.93682,33.82761,330.68,0.42,0.38,2023-01-20,1021,N,VIIRS,n,2,281.36,2.36,D,0
45.53897,33.72754,329.25,0.43,0.38,2023-01-20,1021,N,VIIRS,n,2,283.46,2.75,D,0
45.00512,34.1983,330.33,0.43,0.38,2023-01-20,1021,N,VIIRS,n,2,277.5,3,D,0
49.94941,35.27293,326.87,0.38,0.36,2023-01-20,1022,N,VIIRS,n,2,279.36,2.49,D,0
48.5313,34.64632,328.2,0.56,0.43,2023-01-21,0016,N,VIIRS,n,2,249.72,4.97,N,2
44.74437,33.65823,327.57,0.45,0.47,2023-01-21,1002,N,VIIRS,n,2,287.82,2.09,D,0
45.22533,34.18333,335.14,0.42,0.45,2023-01-21,1002,N,VIIRS,n,2,290.96,2.36,D,0
46.81861,32.10209,332.88,0.47,0.48,2023-01-21,1003,N,VIIRS,n,2,285.11,3.19,D,0
46.60816,32.3136,348.58,0.5,0.66,2023-01-21,1143,N,VIIRS,n,2,284.54,8.55,D,0
46.43996,32.9066,336.71,0.53,0.67,2023-01-21,1143,N,VIIRS,n,2,285.34,5.8,D,0
45.71774,28.98527,335.13,0.34,0.56,2023-01-21,1143,N,VIIRS,n,2,286.8,1.69,D,0
45.4243,29.11217,328.68,0.34,0.56,2023-01-21,1143,N,VIIRS,n,2,284.88,1.86,D,0
46.6019,32.30706,340.6,0.5,0.66,2023-01-21,1143,N,VIIRS,n,2,284.47,15.69,D,0
46.60199,32.31376,356.68,0.5,0.66,2023-01-21,1143,N,VIIRS,l,2,289.97,15.69,D,0
48.37888,37.95872,297.63,0.39,0.36,2023-01-22,2339,N,VIIRS,n,2,267.09,0.59,N,0
48.46463,38.75633,296.05,0.4,0.37,2023-01-22,2339,N,VIIRS,n,2,269.84,1.53,N,2
48.467,38.76292,300.44,0.4,0.37,2023-01-22,2339,N,VIIRS,n,2,267.48,0.82,N,3
48.45854,38.77082,305.59,0.4,0.37,2023-01-22,2339,N,VIIRS,n,2,267.1,0.98,N,0
48.21935,38.22696,300.86,0.39,0.36,2023-01-22,2339,N,VIIRS,n,2,268.14,0.62,N,3
48.09678,37.92342,300.31,0.39,0.36,2023-01-22,2339,N,VIIRS,n,2,268.79,1.19,N,2
48.23695,37.82277,329.64,0.63,0.54,2023-01-23,0925,N,VIIRS,n,2,275.44,3.55,D,0
50.3058,36.89354,337.44,0.63,0.54,2023-01-23,1106,N,VIIRS,n,2,275.37,6.01,D,0
48.9576,37.28384,330.59,0.32,0.54,2023-01-23,1106,N,VIIRS,n,2,276.08,2.07,D,0
49.11829,36.79913,350.61,0.61,0.53,2023-01-23,1106,N,VIIRS,n,2,277.64,12.33,D,0
50.30256,36.89387,338.26,0.63,0.54,2023-01-23,1106,N,VIIRS,n,2,276,7.81,D,0
48.14907,37.74346,296.37,0.43,0.38,2023-01-23,2320,N,VIIRS,n,2,267.2,0.26,N,0
48.4675,38.76097,308.88,0.41,0.37,2023-01-23,2320,N,VIIRS,n,2,270.17,2.47,N,2
48.09808,37.91975,300.22,0.43,0.38,2023-01-23,2320,N,VIIRS,n,2,269.21,1.56,N,2
48.13296,37.75691,310.78,0.43,0.38,2023-01-23,2320,N,VIIRS,n,2,267.47,1.08,N,0
48.45899,38.7703,327.02,0.77,0.77,2023-01-24,0100,N,VIIRS,n,2,264.71,5.75,N,0
50.21067,33.3985,295.15,0.42,0.61,2023-01-24,0100,N,VIIRS,n,2,267.16,0.59,N,0
50.31525,36.91877,325.88,0.39,0.44,2023-01-24,1047,N,VIIRS,n,2,276.5,3.53,D,0
50.31478,36.91322,336.67,0.39,0.44,2023-01-24,1047,N,VIIRS,n,2,278.21,4.37,D,0
50.31167,36.92519,329.29,0.39,0.44,2023-01-24,1047,N,VIIRS,n,2,276.64,2.87,D,0
50.3167,36.93549,337.41,0.39,0.44,2023-01-24,1047,N,VIIRS,n,2,276.56,3.09,D,0
49.9514,35.27409,327.06,0.51,0.41,2023-01-24,1047,N,VIIRS,n,2,274.19,2.64,D,0
49.33373,37.94068,345.84,0.42,0.45,2023-01-24,1047,N,VIIRS,n,2,276.99,4.3,D,0
48.7882,38.9456,330.33,0.46,0.47,2023-01-24,1047,N,VIIRS,n,2,275.56,3.64,D,0
50.08253,36.35833,327.07,0.56,0.43,2023-01-24,1047,N,VIIRS,n,2,274.47,3.48,D,0
49.72731,37.35888,330.29,0.4,0.44,2023-01-24,1047,N,VIIRS,n,2,275.37,2.57,D,0
48.097,37.92268,297.61,0.42,0.45,2023-01-24,2301,N,VIIRS,n,2,267.41,0.75,N,2
48.464,38.77549,329.12,0.68,0.74,2023-01-25,0848,N,VIIRS,n,2,270.75,10.7,D,0
48.46102,38.76746,347.06,0.68,0.74,2023-01-25,0848,N,VIIRS,n,2,271.19,9.14,D,0
48.46303,38.7709,355.66,0.68,0.74,2023-01-25,0848,N,VIIRS,n,2,270.52,10.89,D,0
44.87628,34.28209,328.55,0.4,0.37,2023-01-25,1027,N,VIIRS,n,2,285.27,4.33,D,0
44.81488,33.57544,328.08,0.41,0.37,2023-01-25,1027,N,VIIRS,n,2,281.2,3.31,D,0
47.61927,38.27297,331.36,0.42,0.38,2023-01-25,1028,N,VIIRS,n,2,277.82,3.52,D,0
47.97074,39.32088,349.38,0.46,0.39,2023-01-25,1028,N,VIIRS,n,2,279.57,6.01,D,0
47.2943,38.17706,344.06,0.42,0.38,2023-01-25,1028,N,VIIRS,n,2,282.61,12.95,D,0
47.29499,38.18258,342.42,0.42,0.38,2023-01-25,1028,N,VIIRS,n,2,278.61,6.21,D,0
48.05774,37.95365,299.23,0.34,0.56,2023-01-25,2242,N,VIIRS,n,2,269.32,0.64,N,2
48.05848,37.95211,296.54,0.34,0.56,2023-01-25,2242,N,VIIRS,n,2,268.91,0.7,N,2
48.53098,34.64429,295.92,0.43,0.46,2023-01-26,0023,N,VIIRS,n,2,268.44,1.15,N,3
47.85741,33.44854,316.42,0.4,0.44,2023-01-26,0023,N,VIIRS,n,2,271.15,1.62,N,2
47.86132,33.45056,297.78,0.4,0.44,2023-01-26,0023,N,VIIRS,n,2,269.04,1.62,N,2
48.4714,34.62862,297.88,0.43,0.46,2023-01-26,0023,N,VIIRS,n,2,271.1,1.43,N,2
48.52348,34.63954,296.4,0.43,0.46,2023-01-26,0023,N,VIIRS,n,2,268.95,0.62,N,0
48.53018,34.64959,314.42,0.43,0.46,2023-01-26,0023,N,VIIRS,n,2,269.65,2.16,N,2
48.52961,34.6499,295.65,0.43,0.46,2023-01-26,0023,N,VIIRS,n,2,268.44,1.15,N,2
48.56849,38.00887,328.99,0.39,0.36,2023-01-26,1009,N,VIIRS,n,2,276.83,2.43,D,0
48.99513,37.9761,326.9,0.39,0.36,2023-01-26,1009,N,VIIRS,n,2,276.81,3.52,D,0
48.46712,37.95591,327.83,0.39,0.36,2023-01-26,1009,N,VIIRS,n,2,276.99,1.77,D,0
47.99902,35.51207,327.77,0.44,0.38,2023-01-26,1009,N,VIIRS,n,2,275.79,2.64,D,0
48.25024,37.77431,328.72,0.39,0.36,2023-01-26,1009,N,VIIRS,n,2,278.36,4.35,D,0
47.1877,32.84517,328.39,0.56,0.43,2023-01-26,1009,N,VIIRS,n,2,280.64,2.6,D,0
47.63144,38.48013,326.39,0.39,0.36,2023-01-26,1009,N,VIIRS,n,2,279.7,2.33,D,0
46.31263,31.97243,327.34,0.57,0.69,2023-01-26,1150,N,VIIRS,n,2,275.99,2.09,D,0
47.18895,32.72808,356.47,0.62,0.72,2023-01-26,1150,N,VIIRS,n,2,279.58,8.31,D,0
47.87641,35.1572,321.84,0.47,0.4,2023-01-27,0004,N,VIIRS,n,2,271.46,3.12,N,2
47.87641,35.1576,321.99,0.47,0.39,2023-01-27,0004,N,VIIRS,n,2,271.69,2.71,N,2
47.87677,35.15817,339.17,0.45,0.47,2023-01-27,0950,N,VIIRS,n,2,281.77,7.87,D,2
48.2142,38.24864,327.9,0.5,0.41,2023-01-27,0950,N,VIIRS,n,2,278.42,13.94,D,0
50.45351,34.11912,337.54,0.42,0.45,2023-01-27,0951,N,VIIRS,n,2,267.99,3.34,D,0
50.45301,34.11716,338.97,0.42,0.45,2023-01-27,0951,N,VIIRS,n,2,268.97,5.43,D,0
49.31823,37.39406,342.46,0.62,0.72,2023-01-27,1131,N,VIIRS,n,2,276.3,5.39,D,0
48.93257,37.9826,344.33,0.66,0.73,2023-01-27,1131,N,VIIRS,n,2,276.13,9.29,D,0
48.93777,37.3555,339.21,0.62,0.71,2023-01-27,1131,N,VIIRS,n,2,275.9,4.95,D,0
48.94012,37.3564,337.23,0.62,0.71,2023-01-27,1131,N,VIIRS,n,2,275.86,4.28,D,0
47.86816,33.44448,324.45,0.39,0.36,2023-01-27,2345,N,VIIRS,n,2,264.56,2.39,N,2
47.87613,35.1563,311.82,0.38,0.36,2023-01-27,2345,N,VIIRS,n,2,273.04,1.33,N,2
48.47349,34.62963,305,0.39,0.36,2023-01-27,2345,N,VIIRS,n,2,270.75,1.57,N,2
48.51845,34.62881,300.98,0.39,0.36,2023-01-27,2345,N,VIIRS,n,2,268.4,1.54,N,2
48.52736,34.6156,302.35,0.39,0.36,2023-01-27,2345,N,VIIRS,n,2,267.24,0.78,N,3
48.53247,34.64996,337.33,0.39,0.36,2023-01-27,2345,N,VIIRS,n,2,274.64,5.37,N,2
48.09871,37.92505,303.9,0.41,0.37,2023-01-27,2345,N,VIIRS,n,2,266.63,1.4,N,2
48.22245,38.23758,297.81,0.42,0.37,2023-01-27,2345,N,VIIRS,n,2,267.47,0.9,N,2
47.87383,33.41504,298.63,0.39,0.36,2023-01-27,2345,N,VIIRS,n,2,268.48,0.96,N,3
47.86935,33.44629,336.98,0.39,0.36,2023-01-27,2345,N,VIIRS,n,2,271.59,10.02,N,2
50.30346,33.84457,326.86,0.34,0.56,2023-01-28,0932,N,VIIRS,n,2,270.49,1.71,D,0
51.93634,32.6689,339.17,0.33,0.55,2023-01-28,0933,N,VIIRS,n,2,272.43,3.3,D,0
51.93412,32.67163,335.89,0.33,0.55,2023-01-28,0933,N,VIIRS,n,2,273.2,3.13,D,0
50.4536,34.11501,330.87,0.56,0.51,2023-01-28,1113,N,VIIRS,n,2,272.31,2.25,D,0
47.87317,33.41873,298.4,0.47,0.64,2023-01-30,2249,N,VIIRS,n,2,268.15,1.21,N,3
48.47746,38.77137,295.63,0.38,0.36,2023-02-02,2332,N,VIIRS,n,2,271.21,1.18,N,3
48.58924,37.99722,333.89,0.38,0.36,2023-02-02,2332,N,VIIRS,n,2,271.54,5.26,N,0
47.86023,35.14305,299.33,0.42,0.37,2023-02-02,2333,N,VIIRS,n,2,273.84,1,N,3
48.53242,34.64425,302.5,0.43,0.38,2023-02-02,2333,N,VIIRS,n,2,267.7,1.21,N,3
46.67347,32.64083,339.45,0.48,0.4,2023-02-02,2333,N,VIIRS,n,2,267.41,13.05,N,0
46.67714,32.6417,328.4,0.48,0.4,2023-02-02,2333,N,VIIRS,n,2,269.3,13.05,N,0
46.67016,32.63783,342.89,0.68,0.74,2023-02-03,0113,N,VIIRS,n,2,270.9,3.96,N,0
46.67159,32.63391,337.28,0.68,0.74,2023-02-03,0113,N,VIIRS,n,2,270.83,7.51,N,0
46.67629,32.64269,308.92,0.68,0.74,2023-02-03,0113,N,VIIRS,n,2,271.67,3.96,N,0
46.67773,32.63872,321.59,0.68,0.74,2023-02-03,0113,N,VIIRS,n,2,271.75,3.61,N,0
48.21344,38.24285,337.26,0.6,0.53,2023-02-08,0925,N,VIIRS,n,2,271.87,6.07,D,2
46.87377,37.01122,347.36,0.59,0.53,2023-02-08,1105,N,VIIRS,n,2,277.57,9.74,D,0
46.86887,37.01197,338.02,0.59,0.53,2023-02-08,1105,N,VIIRS,n,2,277.94,9.74,D,3
46.86841,37.00407,336.69,0.59,0.53,2023-02-08,1105,N,VIIRS,n,2,275.53,9.74,D,3
46.87482,37.01022,342.98,0.59,0.53,2023-02-08,1105,N,VIIRS,n,2,277.18,6.71,D,0
46.8695,37.00312,336.51,0.59,0.53,2023-02-08,1105,N,VIIRS,n,2,276.65,6.97,D,3
46.86992,37.011,337.53,0.59,0.53,2023-02-08,1105,N,VIIRS,n,2,278.48,11.54,D,3
47.20432,31.79763,338.76,0.53,0.42,2023-02-08,1106,N,VIIRS,n,2,276.87,4.14,D,0
47.20702,31.7967,336.59,0.53,0.42,2023-02-08,1106,N,VIIRS,n,2,276.15,6.09,D,0
47.23275,38.13708,356.86,0.34,0.56,2023-02-08,1106,N,VIIRS,l,2,282.57,19.82,D,0
48.20203,29.97916,335.07,0.46,0.39,2023-02-08,1106,N,VIIRS,n,2,278.93,3.64,D,0
47.87203,33.42179,329.32,0.42,0.45,2023-02-08,1106,N,VIIRS,n,2,275.11,3.04,D,2
