target,experiment,algorithm,split,threshold,accuracy,precision,recall,f1,avg_precision,roc_auc,positive_rate,predicted_positive_rate,n_rows,n_positive,top_10_precision,top_10_recall,top_20pct_precision,top_20pct_recall,forecast_window_weeks,forecast_window_label
y_next_explosions_remote_any,model1_non_acled_only,linear,test,0.45,0.7535971223021583,0.6110304789550073,0.7464539007092199,0.6719872306464485,0.7694535808716689,0.8338504728132388,0.3381294964028777,0.4130695443645084,1668,564,0.9916666666666668,0.213471245384773,0.7857142857142856,0.4714655576325043,1,next_week
y_next_explosions_remote_any,model1_non_acled_only,lightgbm,test,0.55,0.8639088729016786,0.8404040404040404,0.7375886524822695,0.785646836638338,0.8881707889952104,0.9128298771713432,0.3381294964028777,0.2967625899280575,1668,564,0.9916666666666668,0.213471245384773,0.9791666666666664,0.5897415028734894,1,next_week
y_next_explosions_remote_any,model1_non_acled_only,catboost,test,0.4,0.8699040767386091,0.8519269776876268,0.7446808510638298,0.7947019867549668,0.8930715976582462,0.9196169313392948,0.3381294964028777,0.2955635491606714,1668,564,0.9916666666666668,0.213471245384773,0.9821428571428572,0.5916354422674288,1,next_week
y_next_explosions_remote_any,model1_non_acled_only,gru,test,0.55,0.86810551558753,0.832046332046332,0.7641843971631206,0.7966728280961183,0.8997963223831501,0.9235532942748484,0.3381294906139374,0.3105515587529976,1668,564,1.0,0.2153651847787124,0.9851190476190476,0.5937460795325282,1,next_week
y_next_explosions_remote_any,model2_plus_lagged_acled,linear,test,0.65,0.8525179856115108,0.8057692307692308,0.7429078014184397,0.7730627306273062,0.8957970363177122,0.918409201870696,0.3381294964028777,0.3117505995203837,1668,564,1.0,0.2153651847787124,0.9910714285714284,0.5974230443896174,1,next_week
y_next_explosions_remote_any,model2_plus_lagged_acled,lightgbm,test,0.6,0.8711031175059952,0.8469184890656064,0.7553191489361702,0.7985004686035614,0.9027586881747124,0.922623406824956,0.3381294964028777,0.3015587529976019,1668,564,1.0,0.2153651847787124,0.9940476190476192,0.598935595530315,1,next_week
y_next_explosions_remote_any,model2_plus_lagged_acled,catboost,test,0.4,0.8657074340527577,0.821969696969697,0.7695035460992907,0.7948717948717948,0.9041836257706892,0.9247915381848082,0.3381294964028777,0.316546762589928,1668,564,1.0,0.2153651847787124,0.9910714285714284,0.5970416561363755,1,next_week
y_next_explosions_remote_any,model2_plus_lagged_acled,gru,test,0.65,0.8585131894484412,0.8129770992366412,0.7553191489361702,0.7830882352941176,0.8948322315303465,0.91772664199815,0.3381294906139374,0.3141486810551558,1668,564,1.0,0.2153651847787124,0.9940476190476192,0.5992346385925159,1,next_week
y_next_violence_against_civilians_any,naive_baseline,naive,test,0.5,0.9322541966426858,0.4,0.4301075268817204,0.4145077720207253,0.2038175910884196,0.6960061443932413,0.0557553956834532,0.0599520383693045,1668,93,0.35,0.457855339105339,0.1488095238095238,0.5378517316017316,1,next_week
y_next_violence_against_civilians_any,model1_non_acled_only,linear,test,0.8,0.9118705035971224,0.3223684210526316,0.5268817204301075,0.4,0.2970666814319062,0.8775149342891277,0.0557553956834532,0.0911270983213429,1668,93,0.3583333333333333,0.4657227032227032,0.2142857142857142,0.7732112794612794,1,next_week
